row_label_raw,row_label_full,Chỉ tiêu,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
Tiền mặt,Tiền mặt,Tiền mặt,8.124.873.205,7.269.651.143,8124873205.0,7269651143.0
Tiền gửi ngân hàng không kỳ hạn,Tiền gửi ngân hàng không kỳ hạn,Tiền gửi ngân hàng không kỳ hạn,109.859.979.351,114.864.257.612,109859979351.0,114864257612.0
Các khoản tương đương tiền,Các khoản tương đương tiền,Các khoản tương đương tiền,-,501.700.345,,501700345.0
Cộng,Cộng,Cộng,117.984.852.556,122.635.609.100,117984852556.0,122635609100.0
