row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Tăng/(Giảm) giá trị đầu tư lũy kế từ sau ngày đầu tư,Số cuối năm > Cộng,Số cuối năm > Cộng_1,Số đầu năm > Giá gốc,Số đầu năm > Tăng/(Giảm) giá trị đầu tư lũy kế từ sau ngày đầu tư,Số đầu năm > Cộng,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Tăng/(Giảm) giá trị đầu tư lũy kế từ sau ngày đầu tư,numeric__Số cuối năm > Cộng,numeric__Số cuối năm > Cộng_1,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > Tăng/(Giảm) giá trị đầu tư lũy kế từ sau ngày đầu tư,numeric__Số đầu năm > Cộng
"Đầu tư vào công ty liên doanh, liên kết","Đầu tư vào công ty liên doanh, liên kết","Đầu tư vào công ty liên doanh, liên kết",8.900.766.000,(1.838.613.967),7.062.152.033,7.062.152.033,8.900.766.000,(1.947.246.845),6.953.519.155,8900766000.0,-1838613967.0,7062152033.0,7062152033.0,8900766000.0,-1947246845.0,6953519155.0
- Công ty CP tư vấn và Xây dựng Giao thông Gia Lai (*),- Công ty CP tư vấn và Xây dựng Giao thông Gia Lai (*),- Công ty CP tư vấn và Xây dựng Giao thông Gia Lai (*),8.900.766.000,(1.838.613.967),7.062.152.033,7.062.152.033,8.900.766.000,(1.947.246.845),6.953.519.155,8900766000.0,-1838613967.0,7062152033.0,7062152033.0,8900766000.0,-1947246845.0,6953519155.0
Cộng,Cộng,Cộng,8.900.766.000,(1.838.613.967),7.062.152.033,7.062.152.033,8.900.766.000,(1.947.246.845),6.953.519.155,8900766000.0,-1838613967.0,7062152033.0,7062152033.0,8900766000.0,-1947246845.0,6953519155.0
Tên khoản đầu tư,Tên khoản đầu tư,Tên khoản đầu tư,Giá trị đầu tư theo PP vốn chủ sở hữu tại ngày 01/01/2022,Giá trị đầu tư theo PP vốn chủ sở hữu tại ngày 01/01/2022,Tăng/(Giảm) giá trị đầu tư tương ứng với phần sở hữu của nhà đầu tư trong Kết quả kinh doanh của công ty liên kết,Tăng/(Giảm) giá trị đầu tư tương ứng với phần sở hữu của nhà đầu tư trong Kết quả kinh doanh của công ty liên kết,Tăng/(Giảm) giá trị đầu tư theo thay đổi của vốn chủ sở hữu của công ty liên kết nhưng không được phân ánh vào Kết quả kinh doanh,Tăng/(Giảm) giá trị đầu tư theo thay đổi của vốn chủ sở hữu của công ty liên kết nhưng không được phân ánh vào Kết quả kinh doanh,Giá trị đầu tư theo PP vốn chủ sở hữu tại ngày 31/12/2022,,,,,,,
Tên khoản đầu tư,Tên khoản đầu tư,Tên khoản đầu tư,Giá trị đầu tư theo PP vốn chủ sở hữu tại ngày 01/01/2022,Giá trị đầu tư theo PP vốn chủ sở hữu tại ngày 01/01/2022,Tăng/(giảm) từ lãi/(lỗ) sau thuế TNDN trong năm của công ty liên kết,(Giảm) từ cổ tức được chia trong năm của công ty liên kết,Tăng/(giảm) do đánh giá lại tài sản,Tăng/(giảm) do đánh giá chênh lệch tỷ giá hối đoái,Giá trị đầu tư theo PP vốn chủ sở hữu tại ngày 31/12/2022,,,,,,,
- Công ty CP tư vấn và Xây dựng Giao thông Gia Lai (*),Tên khoản đầu tư > - Công ty CP tư vấn và Xây dựng Giao thông Gia Lai (*),- Công ty CP tư vấn và Xây dựng Giao thông Gia Lai (*),6.953.519.155,6.953.519.155,333.668.878,(225.036.000),-,-,7.062.152.033,6953519155.0,6953519155.0,333668878.0,-225036000.0,,,7062152033.0
Cộng,Tên khoản đầu tư > Cộng,Cộng,6.953.519.155,6.953.519.155,333.668.878,(225.036.000),-,-,7.062.152.033,6953519155.0,6953519155.0,333668878.0,-225036000.0,,,7062152033.0
