row_label_raw,row_label_full,Chi tiết,Số đầu năm,Số cuối năm,numeric__Số đầu năm,numeric__Số cuối năm
"- Chi phí công cụ, dụng cụ chờ phân bổ","- Chi phí công cụ, dụng cụ chờ phân bổ","- Chi phí công cụ, dụng cụ chờ phân bổ",9.467.344,18.008.494,9467344.0,18008494.0
- Chi phí trả trước ngắn hạn khác chờ phân bổ,- Chi phí trả trước ngắn hạn khác chờ phân bổ,- Chi phí trả trước ngắn hạn khác chờ phân bổ,267.779.378,272.869.998,267779378.0,272869998.0
Cộng,Cộng,Cộng,277.246.722,290.878.492,277246722.0,290878492.0
