row_label_raw,row_label_full,col_0,Số đầu năm,Tăng do trích lập từ lợi nhuận,Chi quỹ trong năm,Số cuối năm,numeric__Số đầu năm,numeric__Tăng do trích lập từ lợi nhuận,numeric__Chi quỹ trong năm,numeric__Số cuối năm
"Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi",2.713.885.192,-,(165.105.000),2.548.780.192,2713885192.0,,-165105000.0,2548780192.0
Cộng,Cộng,Cộng,2.713.885.192,-,(165.105.000),2.548.780.192,2713885192.0,,-165105000.0,2548780192.0
