row_label_raw,row_label_full,Tên công ty,Tại ngày cuối năm,Tại ngày cuối năm_1,Tại ngày cuối năm_2,Tại ngày đầu năm,Tại ngày đầu năm_1,Tại ngày đầu năm_2,numeric__Tại ngày cuối năm,numeric__Tại ngày cuối năm_1,numeric__Tại ngày cuối năm_2,numeric__Tại ngày đầu năm,numeric__Tại ngày đầu năm_1,numeric__Tại ngày đầu năm_2
Tên công ty,Tên công ty,Tên công ty,Tỷ lệ vốn góp,Tỷ lệ quyền biểu quyết,Tỷ lệ phần sở hữu,Tỷ lệ vốn góp,Tỷ lệ quyền biểu quyết,Tỷ lệ phần sở hữu,,,,,,
Công ty CP Đức Long Tây Nguyên,Tên công ty > Công ty CP Đức Long Tây Nguyên,Công ty CP Đức Long Tây Nguyên,"0,00%","0,00%","0,00%","40,00%","40,00%","0,00%",0.0,0.0,0.0,0.4,0.4,0.0
Công ty CP DLG CY Việt Nam,Tên công ty > Công ty CP DLG CY Việt Nam,Công ty CP DLG CY Việt Nam,"0,00%","0,00%","0,00%","40,00%","40,00%","0,00%",0.0,0.0,0.0,0.4,0.4,0.0
