row_label_raw,row_label_full,- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Gia Lai,Số cuối năm > 1.529.869.249.733,Số đầu năm > 1.575.969.388.185,numeric__Số cuối năm > 1.529.869.249.733,numeric__Số đầu năm > 1.575.969.388.185
- Ngân hàng TMCP Sài Gòn Thương Tín - CN Gia Lai,- Ngân hàng TMCP Sài Gòn Thương Tín - CN Gia Lai,- Ngân hàng TMCP Sài Gòn Thương Tín - CN Gia Lai,55.174.137.200,55.174.137.200,55174137200.0,55174137200.0
- Ngân hàng TMCP Công thương Việt Nam - CN Gia Lai,- Ngân hàng TMCP Công thương Việt Nam - CN Gia Lai,- Ngân hàng TMCP Công thương Việt Nam - CN Gia Lai,523.234.045.444,674.864.403.555,523234045444.0,674864403555.0
- Ngân hàng TMCP Sài Gòn Thương Tín - CN Tp. HCM,- Ngân hàng TMCP Sài Gòn Thương Tín - CN Tp. HCM,- Ngân hàng TMCP Sài Gòn Thương Tín - CN Tp. HCM,178.012.997.289,178.012.997.289,178012997289.0,178012997289.0
- Công ty CP Đầu tư Phát triển địa ốc Gia Long,- Công ty CP Đầu tư Phát triển địa ốc Gia Long,- Công ty CP Đầu tư Phát triển địa ốc Gia Long,6.564.844.423,6.564.844.423,6564844423.0,6564844423.0
Cộng,Cộng,Cộng,2.292.855.274.089,2.490.585.770.652,2292855274089.0,2490585770652.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Vay dài hạn,Trong đó: > Vay dài hạn,Vay dài hạn,1.845.660.795.288,1.839.152.113.740,1845660795288.0,1839152113740.0
Vay dài hạn đến hạn trả,Trong đó: > Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,447.194.478.801,651.433.656.912,447194478801.0,651433656912.0
