row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
1,1,1,2,3,4,5,2.0,3.0,4.0,5.0
300,300,300,C. NỘ PHẢI TRẢ,,4.502.824.785.620,4.751.514.021.548,,,4502824785620.0,4751514021548.0
310,310,310,I. Nợ ngắn hạn,,2.592.155.370.670,2.734.296.489.223,,,2592155370670.0,2734296489223.0
311,311,311,1. Phải trả người bán ngắn hạn,V.17,272.530.212.934,382.256.547.142,,,272530212934.0,382256547142.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,V.18,41.091.428.687,89.739.540.636,,,41091428687.0,89739540636.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,V.19,80.672.478.415,84.700.666.393,,,80672478415.0,84700666393.0
314,314,314,4. Phải trả người lao động,,22.584.610.917,33.635.299.873,,,22584610917.0,33635299873.0
315,315,315,5. Chi phí phải trả ngắn hạn,V.20,435.037.338.916,394.902.788.706,,,435037338916.0,394902788706.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,,74.571.000,59.969.697,,,74571000.0,59969697.0
319,319,319,7. Phải trả ngắn hạn khác,V.21a,612.057.263.822,510.968.054.490,,,612057263822.0,510968054490.0
320,320,320,8. Vay và nợ thuê tài chính ngắn hạn,V.22,1.125.558.685.787,1.235.319.737.094,,,1125558685787.0,1235319737094.0
322,322,322,"9. Quỹ khen thưởng, phúc lợi",V.24,2.548.780.192,2.713.885.192,,,2548780192.0,2713885192.0
330,330,330,II. Nợ dài hạn,,1.910.669.414.950,2.017.217.532.325,,,1910669414950.0,2017217532325.0
337,337,337,1. Phải trả dài hạn khác,V.21b,220.000.000,220.000.000,,,220000000.0,220000000.0
338,338,338,2. Vay và nợ thuê tài chính dài hạn,V.23,1.845.660.795.288,1.952.635.810.423,,,1845660795288.0,1952635810423.0
341,341,341,3. Thuế thu nhập hoãn lại phải trả,V.25,64.788.619.662,64.361.721.902,,,64788619662.0,64361721902.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,1.109.020.862.514,2.318.834.975.111,,,1109020862514.0,2318834975111.0
410,410,410,I. Vốn chủ sở hữu,V.26,1.109.020.862.514,2.318.834.975.111,,,1109020862514.0,2318834975111.0
411,411,411,1. Vốn góp của chủ sở hữu,,2.993.097.200.000,2.993.097.200.000,,,2993097200000.0,2993097200000.0
412,412,412,2. Thặng dư vốn cổ phần,,50.510.908.328,50.510.908.328,,,50510908328.0,50510908328.0
417,417,417,3. Chênh lệch tỷ giá hối đoái,,786.817.114,(12.722.144.419),,,786817114.0,-12722144419.0
418,418,418,4. Quỹ đầu tư phát triển,,6.196.436.959,6.196.436.959,,,6196436959.0,6196436959.0
421,421,421,5. Lợi nhuận sau thuế chưa phân phối,,(2.069.778.374.063),(850.365.107.591),,,-2069778374063.0,-850365107591.0
421a,421a,421a,- LNST chưa phân phối lũy kế đến cuối kỳ trước,,(850.365.107.591),(866.996.707.685),,,-850365107591.0,-866996707685.0
421b,421b,421b,- LNST chưa phân phối kỳ này,,(1.219.413.266.472),16.631.600.094,,,-1219413266472.0,16631600094.0
429,429,429,6. Lợi ích cổ đông không kiểm soát,,128.207.874.176,132.117.681.834,,,128207874176.0,132117681834.0
430,430,430,II. Nguồn kinh phí và quỹ khác,,-,-,,,,
440,430 > 440,440,TỔNG CỘNG NGUỒN VỐN,,5.611.845.648.134,7.070.348.996.659,,,5611845648134.0,7070348996659.0
