row_label_raw,row_label_full,Lợi ích của CĐKKKS trong các công ty,Tại ngày 01/01/2022,Tăng,Lãi/(Lỗ) trong năm,Chia cổ tức,Tăng/(Giảm do thơii vốn,Ảnh hưởng của việc thay đổi tỷ giá,Tại ngày 31/12/2022,numeric__Tại ngày 01/01/2022,numeric__Tăng,numeric__Lãi/(Lỗ) trong năm,numeric__Chia cổ tức,numeric__Tăng/(Giảm do thơii vốn,numeric__Ảnh hưởng của việc thay đổi tỷ giá,numeric__Tại ngày 31/12/2022
Công ty CP BOT và BT Đức Long Đắk Nông,Công ty CP BOT và BT Đức Long Đắk Nông,Công ty CP BOT và BT Đức Long Đắk Nông,112.560.407.503,-,25.807.269.746,(26.460.000.000),-,-,111.907.677.249,112560407503.0,,25807269746.0,-26460000000.0,,,111907677249.0
Công ty CP BOT và BT Đức Long Gia Lai,Công ty CP BOT và BT Đức Long Gia Lai,Công ty CP BOT và BT Đức Long Gia Lai,7.313.850.819,-,(983.143.305),-,-,-,6.330.707.514,7313850819.0,,-983143305.0,,,,6330707514.0
Công ty CP Bến xe Liên tỉnh Phia Nam Thánh Phổ Đà Nẵng,Công ty CP Bến xe Liên tỉnh Phia Nam Thánh Phổ Đà Nẵng,Công ty CP Bến xe Liên tỉnh Phia Nam Thánh Phổ Đà Nẵng,-,500.000.000,-,-,(500.000.000),-,-,,500000000.0,,,-500000000.0,,
Công ty TNHH Mass Noble Investment,Công ty TNHH Mass Noble Investment,Công ty TNHH Mass Noble Investment,8.230.168.301,-,(2.574.850.840),-,0,313.776.120,5.969.093.581,8230168301.0,,-2574850840.0,,0.0,313776120.0,5969093581.0
Công ty CP Đầu tư và Phát triển Điện năng Đức Long Gia Lai,Công ty CP Đầu tư và Phát triển Điện năng Đức Long Gia Lai,Công ty CP Đầu tư và Phát triển Điện năng Đức Long Gia Lai,4.013.255.211,-,(12.859.379),-,0,-,4.000.395.832,4013255211.0,,-12859379.0,,0.0,,4000395832.0
Cộng,Cộng,Cộng,132.117.681.834,500.000.000,22.236.416.222,(26.460.000.000),(500.000.000),313.776.120,128.207.874.176,132117681834.0,500000000.0,22236416222.0,-26460000000.0,-500000000.0,313776120.0,128207874176.0
