row_label_raw,row_label_full,Số dư đầu năm > Phát sinh trong năm > Phân bổ trong năm,Năm nay > 290.878.492 > 608.618.277 > (622.250.047),Năm trước > 877.808.421 > 634.759.357 > (795.431.633),numeric__Năm nay > 290.878.492 > 608.618.277 > (622.250.047),numeric__Năm trước > 877.808.421 > 634.759.357 > (795.431.633)
Giảm do thanh lý công ty con cấp 2,Giảm do thanh lý công ty con cấp 2,Giảm do thanh lý công ty con cấp 2,-,(426.257.653),,-426257653.0
Cộng,Cộng,Cộng,277.246.722,290.878.492,277246722.0,290878492.0
