row_label_raw,row_label_full,col_0,31/12/2017 > Tỷ lệ %sở hữu,31/12/2017 > Tỷ lệ %quyềnbiểu quyết,31/12/2017 > Giá gốcVND,31/12/2017 > Dự phòngVND,31/12/2017 > Giá trịhợp lýVND,31/12/2017 > Tỷ lệ %sở hữu_1,1/1/2017 > Tỷ lệ %quyềnbiểu quyết,1/1/2017 > Giá gốcVND,1/1/2017 > Dự phòngVND,numeric__31/12/2017 > Tỷ lệ %sở hữu,numeric__31/12/2017 > Tỷ lệ %quyềnbiểu quyết,numeric__31/12/2017 > Giá gốcVND,numeric__31/12/2017 > Dự phòngVND,numeric__31/12/2017 > Giá trịhợp lýVND,numeric__31/12/2017 > Tỷ lệ %sở hữu_1,numeric__1/1/2017 > Tỷ lệ %quyềnbiểu quyết,numeric__1/1/2017 > Giá gốcVND,numeric__1/1/2017 > Dự phòngVND
Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,,,,,,,,,
• Tổng Công ty May Nhà Bè – CTCP,Công ty liên kết > • Tổng Công ty May Nhà Bè – CTCP,• Tổng Công ty May Nhà Bè – CTCP,"27,69%","27,69%",64.157.524.344,-,(*),"27,69%","27,69%",64.157.524.344,-,0.27690000000000003,0.27690000000000003,64157524344.0,,,0.27690000000000003,0.27690000000000003,64157524344.0,
• Công ty Cổ phần Đầu tư Vinatex Tân Tạo,Công ty liên kết > • Công ty Cổ phần Đầu tư Vinatex Tân Tạo,• Công ty Cổ phần Đầu tư Vinatex Tân Tạo,"27,00%","27,00%",33.294.660.248,-,(*),"27,00%","27,00%",33.294.660.248,-,0.27,0.27,33294660248.0,,,0.27,0.27,33294660248.0,
,,,,,,,(*),,,,,,,,,,,,,
• Công ty Cổ phần May Đức Giang (iv),Công ty liên kết > • Công ty Cổ phần May Đức Giang (iv),• Công ty Cổ phần May Đức Giang (iv),"35,21%","35,21%",48.705.288.796,-,,"36,79%","36,79%",46.158.338.796,-,0.3521,0.3521,48705288796.0,,,0.3679,0.3679,46158338796.0,
• Công ty Cổ phần May Hưng Yên,Công ty liên kết > • Công ty Cổ phần May Hưng Yên,• Công ty Cổ phần May Hưng Yên,"35,01%","35,01%",47.350.233.063,-,(*),"35,01%","35,01%",47.350.233.063,-,0.35009999999999997,0.35009999999999997,47350233063.0,,,0.35009999999999997,0.35009999999999997,47350233063.0,
,,,,,,,(*),,,,,,,,,,,,,
• Tổng Công ty May 10 – CTCP (v),Công ty liên kết > • Tổng Công ty May 10 – CTCP (v),• Tổng Công ty May 10 – CTCP (v),"33,82%","33,82%",96.422.578.752,-,,"35,51%","35,51%",96.422.578.752,-,0.3382,0.3382,96422578752.0,,,0.35509999999999997,0.35509999999999997,96422578752.0,
,,,,,,,(*),,,,,,,,,,,,,
• Tổng Công ty Cổ phần May Việt Tiến (v),Công ty liên kết > • Tổng Công ty Cổ phần May Việt Tiến (v),• Tổng Công ty Cổ phần May Việt Tiến (v),"30,40%","30,40%",282.635.440.119,-,,"31,92%","31,92%",282.635.440.119,-,0.304,0.304,282635440119.0,,,0.31920000000000004,0.31920000000000004,282635440119.0,
