row_label_raw,row_label_full,col_0,Chi phí đấttrả trướcVND,Chi phí thuếnhà xưởngtrả trướcVND,Công cụvà dụng cụVND,Lợi thếkinh doanhVND,Chênh lệch tỷgiá hối đoáiVND,KhácVND,Tổng cộngVND,numeric__Chi phí đấttrả trướcVND,numeric__Chi phí thuếnhà xưởngtrả trướcVND,numeric__Công cụvà dụng cụVND,numeric__Lợi thếkinh doanhVND,numeric__Chênh lệch tỷgiá hối đoáiVND,numeric__KhácVND,numeric__Tổng cộngVND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,33.591.876.497,29.927.272.719,14.666.781.925,1.872.985.960,15.146.064.363,8.674.064.336,103.879.045.800,33591876497.0,29927272719.0,14666781925.0,1872985960.0,15146064363.0,8674064336.0,103879045800.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,-,10.545.454.545,3.363.337.320,-,-,6.763.926.762,20.672.718.627,,10545454545.0,3363337320.0,,,6763926762.0,20672718627.0
Chuyển từ xây dựng cơbản dở dang,Chuyển từ xây dựng cơbản dở dang,Chuyển từ xây dựng cơbản dở dang,-,5.800.000.000,-,-,-,2.070.154.966,7.870.154.966,,5800000000.0,,,,2070154966.0,7870154966.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(1.438.695.134),(4.121.212.128),(12.282.252.871),(1.872.985.960),(3.029.212.871),(10.576.037.752),(33.320.396.716),-1438695134.0,-4121212128.0,-12282252871.0,-1872985960.0,-3029212871.0,-10576037752.0,-33320396716.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,32.153.181.363,42.151.515.136,5.747.866.374,-,12.116.851.492,6.932.108.312,99.101.522.677,32153181363.0,42151515136.0,5747866374.0,,12116851492.0,6932108312.0,99101522677.0
