row_label_raw,row_label_full,col_0,Quyền sử dụng đất VND,Phần mềm máy vi tính VND,Tổng cộng VND,numeric__Quyền sử dụng đất VND,numeric__Phần mềm máy vi tính VND,numeric__Tổng cộng VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,78.833.849.210,1.910.752.000,80.744.601.210,78833849210.0,1910752000.0,80744601210.0
Tăng trong năm,Nguyên giá > Tăng trong năm,Tăng trong năm,-,130.090.000,130.090.000,,130090000.0,130090000.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,78.833.849.210,2.040.842.000,80.874.691.210,78833849210.0,2040842000.0,80874691210.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,11.643.901.504,906.472.329,12.550.373.833,11643901504.0,906472329.0,12550373833.0
Khấu hao trong năm,Giá trị hao mòn lũy kế > Khấu hao trong năm,Khấu hao trong năm,1.638.730.776,466.621.301,2.105.352.077,1638730776.0,466621301.0,2105352077.0
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,13.282.632.280,1.373.093.630,14.655.725.910,13282632280.0,1373093630.0,14655725910.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,67.189.947.706,1.004.279.671,68.194.227.377,67189947706.0,1004279671.0,68194227377.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,65.551.216.930,667.748.370,66.218.965.300,65551216930.0,667748370.0,66218965300.0
