row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2017 VND,1/1/2017 VND Đã điều chỉnh lại,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2017 VND,numeric__1/1/2017 VND Đã điều chỉnh lại
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,,
Tài sản ngắn hạn(\( 100 = 110 + 120 + 130 + 140 + 150 \)),TÀI SẢN > Tài sản ngắn hạn(\( 100 = 110 + 120 + 130 + 140 + 150 \)),Tài sản ngắn hạn(\( 100 = 110 + 120 + 130 + 140 + 150 \)),100,,2.343.095.113.582,2.365.517.728.659,100.0,,2343095113582.0,2365517728659.0
Tiền và các khoản tương đương tiền,TÀI SẢN > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,110,4,995.440.985.300,819.215.662.212,110.0,4.0,995440985300.0,819215662212.0
Tiền,TÀI SẢN > Tiền,Tiền,111,,49.918.318.633,117.849.884.434,111.0,,49918318633.0,117849884434.0
Các khoản tương đương tiền,TÀI SẢN > Các khoản tương đương tiền,Các khoản tương đương tiền,112,,945.522.666.667,701.365.777.778,112.0,,945522666667.0,701365777778.0
Đầu tư tài chính ngắn hạn,TÀI SẢN > Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,120,,303.242.178.000,637.947.938.000,120.0,,303242178000.0,637947938000.0
Chứng khoán kinh doanh,TÀI SẢN > Chứng khoán kinh doanh,Chứng khoán kinh doanh,121,5(a),47.062.178.000,74.767.938.000,121.0,,47062178000.0,74767938000.0
Đầu tư nắm giữ đến ngày đáo hạn,TÀI SẢN > Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,123,5(b),256.180.000.000,563.180.000.000,123.0,,256180000000.0,563180000000.0
Các khoản phải thu ngắn hạn,TÀI SẢN > Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,130,,841.687.022.820,708.533.587.442,130.0,,841687022820.0,708533587442.0
Phải thu ngắn hạn của khách hàng,TÀI SẢN > Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,131,6,135.755.514.888,61.389.880.675,131.0,6.0,135755514888.0,61389880675.0
Trả trước cho người bán ngắn hạn,TÀI SẢN > Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,132,,77.284.331.468,87.881.783.694,132.0,,77284331468.0,87881783694.0
Phải thu về cho vay ngắn hạn,TÀI SẢN > Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,135,7(a),109.783.108.142,111.229.430.764,135.0,,109783108142.0,111229430764.0
Phải thu ngắn hạn khác,TÀI SẢN > Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,136,8(a),518.864.068.322,448.032.492.309,136.0,,518864068322.0,448032492309.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,140,9,165.831.278.352,156.807.999.437,140.0,9.0,165831278352.0,156807999437.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,141,,165.831.278.352,156.807.999.437,141.0,,165831278352.0,156807999437.0
Tài sản ngắn hạn khác,TÀI SẢN > Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,150,,36.893.649.110,43.012.541.568,150.0,,36893649110.0,43012541568.0
Chỉ phí trả trước ngắn hạn,TÀI SẢN > Chỉ phí trả trước ngắn hạn,Chỉ phí trả trước ngắn hạn,151,,3.967.905.392,4.440.143.874,151.0,,3967905392.0,4440143874.0
Thuế giá trị gia tăng được khấu trừ,TÀI SẢN > Thuế giá trị gia tăng được khấu trừ,Thuế giá trị gia tăng được khấu trừ,152,,32.294.588.769,37.787.855.748,152.0,,32294588769.0,37787855748.0
Thuế và các khoản khác phải thu Nhà nước,TÀI SẢN > Thuế và các khoản khác phải thu Nhà nước,Thuế và các khoản khác phải thu Nhà nước,153,15(a),631.154.949,784.541.946,153.0,,631154949.0,784541946.0
