row_label_raw,row_label_full,col_0,1/1/2017Giá trị ghi số và số có khả năng trả nợ VND,Biến động trong năm > Tăng VND,Biến động trong năm > Giảm VND,31/12/2017Giá trị ghi số và số có khả năng trả nợ VND,numeric__1/1/2017Giá trị ghi số và số có khả năng trả nợ VND,numeric__Biến động trong năm > Tăng VND,numeric__Biến động trong năm > Giảm VND,numeric__31/12/2017Giá trị ghi số và số có khả năng trả nợ VND
Vay ngắn hạn (*),Vay ngắn hạn (*),Vay ngắn hạn (*),43.350.756.737,638.619.518.618,(574.495.921.297),107.474.354.058,43350756737.0,638619518618.0,-574495921297.0,107474354058.0
Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,68.302.511.212,82.786.115.481,(61.381.364.937),89.707.261.756,68302511212.0,82786115481.0,-61381364937.0,89707261756.0
,,,111.653.267.949,721.405.634.099,(635.877.286.234),197.181.615.814,111653267949.0,721405634099.0,-635877286234.0,197181615814.0
