row_label_raw,row_label_full,col_0,2017VND,2016VND,numeric__2017VND,numeric__2016VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,125.145.930.499,871.558.660.940,125145930499.0,871558660940.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,277.602.130.362,443.286.267.272,277602130362.0,443286267272.0
Chuyển sang tài sản cố định hữu hình,Chuyển sang tài sản cố định hữu hình,Chuyển sang tài sản cố định hữu hình,(62.638.516.659),(924.497.204.739),-62638516659.0,-924497204739.0
Chuyển sang tài sản cố định vô hình,Chuyển sang tài sản cố định vô hình,Chuyển sang tài sản cố định vô hình,-,(1.375.602.000),,-1375602000.0
Chuyển sang chi phí trả trước dài hạn,Chuyển sang chi phí trả trước dài hạn,Chuyển sang chi phí trả trước dài hạn,(7.870.154.966),(36.080.968.422),-7870154966.0,-36080968422.0
Điều chuyển tài sản cho Công ty TNHH,Điều chuyển tài sản cho Công ty TNHH,Điều chuyển tài sản cho Công ty TNHH,,,,
Tổng Công ty Đệt May Miền Bắc – Vinatex,Điều chuyển tài sản cho Công ty TNHH > Tổng Công ty Đệt May Miền Bắc – Vinatex,Tổng Công ty Đệt May Miền Bắc – Vinatex,(181.099.760.231),(79.513.092.987),-181099760231.0,-79513092987.0
Điều chuyển tài sản cho Công ty TNHH,Điều chuyển tài sản cho Công ty TNHH,Điều chuyển tài sản cho Công ty TNHH,,,,
Tổng Công ty Đệt May Miền Nam – Vinatex,Điều chuyển tài sản cho Công ty TNHH > Tổng Công ty Đệt May Miền Nam – Vinatex,Tổng Công ty Đệt May Miền Nam – Vinatex,(25.167.551.036),(148.232.129.565),-25167551036.0,-148232129565.0
Số dư cuối năm,Điều chuyển tài sản cho Công ty TNHH > Số dư cuối năm,Số dư cuối năm,125.972.077.969,125.145.930.499,125972077969.0,125145930499.0
