row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2017 VND,1/1/2017 VND Đã điều chỉnh lại,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2017 VND,numeric__1/1/2017 VND Đã điều chỉnh lại
Tài sản dài hạn(200 = 210 + 220 + 240 + 250 + 260),Tài sản dài hạn(200 = 210 + 220 + 240 + 250 + 260),Tài sản dài hạn(200 = 210 + 220 + 240 + 250 + 260),200,,6.533.315.014.522,6.335.695.897.736,200.0,,6533315014522.0,6335695897736.0
Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,,1.985.932.119.794,1.726.973.526.400,210.0,,1985932119794.0,1726973526400.0
Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,215,7(b),1.652.442.529.361,1.482.678.466.984,215.0,,1652442529361.0,1482678466984.0
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,216,8(b),333.489.590.433,244.295.059.416,216.0,,333489590433.0,244295059416.0
Tài sản cố định,Tài sản cố định,Tài sản cố định,220,,1.255.782.412.863,1.278.090.939.703,220.0,,1255782412863.0,1278090939703.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,221,10,1.189.563.447.563,1.209.896.712.326,221.0,10.0,1189563447563.0,1209896712326.0
Nguyên giá,Nguyên giá,Nguyên giá,222,,1.631.262.150.380,1.700.702.831.322,222.0,,1631262150380.0,1700702831322.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,223,,(441.698.702.817),(490.806.118.996),223.0,,-441698702817.0,-490806118996.0
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,227,11,66.218.965.300,68.194.227.377,227.0,11.0,66218965300.0,68194227377.0
Nguyên giá,Nguyên giá,Nguyên giá,228,,80.874.691.210,80.744.601.210,228.0,,80874691210.0,80744601210.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,229,,(14.655.725.910),(12.550.373.833),229.0,,-14655725910.0,-12550373833.0
Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,240,,125.972.077.969,125.145.930.499,240.0,,125972077969.0,125145930499.0
Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,242,12,125.972.077.969,125.145.930.499,242.0,12.0,125972077969.0,125145930499.0
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,250,5(c),3.066.500.881.219,3.101.606.455.334,250.0,,3066500881219.0,3101606455334.0
Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,251,,2.154.953.836.070,2.090.422.884.657,251.0,,2154953836070.0,2090422884657.0
Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,252,,1.045.808.066.642,1.035.595.276.642,252.0,,1045808066642.0,1035595276642.0
Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,253,,52.409.757.683,52.288.294.035,253.0,,52409757683.0,52288294035.0
Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,254,,(186.670.779.176),(76.700.000.000),254.0,,-186670779176.0,-76700000000.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,260,,99.127.522.677,103.879.045.800,260.0,,99127522677.0,103879045800.0
Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,261,13,99.101.522.677,103.879.045.800,261.0,13.0,99101522677.0,103879045800.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,268,,26.000.000,-,268.0,,26000000.0,
TỔNG TÀI SẢN (270 = 100 + 200),TỔNG TÀI SẢN (270 = 100 + 200),TỔNG TÀI SẢN (270 = 100 + 200),270,,8.876.410.128.104,8.701.213.626.395,270.0,,8876410128104.0,8701213626395.0
