row_label_raw,row_label_full,col_0,col_1,2019Triệu VND,2018Triệu VND,numeric__col_1,numeric__2019Triệu VND,numeric__2018Triệu VND
,,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
01,01,01,Mua sắm tài sản cố định,(146.714),(172.681),,-146714.0,-172681.0
02,02,02,"Tiền thu từ thanh lý, nhượng bán tài sản cố định",1.892,1.762,,1892.0,1762.0
08,08,08,"Tiền thu đầu tư, góp vốn vào các đơn vị khác",21.000,13.363,,21000.0,13363.0
09,09,09,"Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",2.334,2.202,,2334.0,2202.0
II,II,II,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNG ĐẦU TƯ,(121.488),(155.354),,-121488.0,-155354.0
,,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
04,04,04,"Cổ tức trả cho cổ đông, lợi nhuận đã chia",(436),(578),,-436.0,-578.0
III,III,III,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNG TÀI CHÍNH,(436),(578),,-436.0,-578.0
IV,IV,IV,LU'U CHUYÊN TIÊN THUÀN TRONG NĂM,15.855.953,1.917.714,,15855953.0,1917714.0
V,V,V,TIÊN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNG TIÊN ĐẦU NĂM,34.966.431,33.048.717,,34966431.0,33048717.0
VII,VII,VII,TIÊN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNG TIÊN CUỐI NĂM (THUYẾT MINH 34),50.822.384,34.966.431,,50822384.0,34966431.0
