row_label_raw,row_label_full,col_0,Dự phòng rủi ro các khoản ủy thác đầu tưTriệu VND,Dự phòng rủi ro các tài sản có khácTriệu VND,Tổng cộngTriệu VND,numeric__Dự phòng rủi ro các khoản ủy thác đầu tưTriệu VND,numeric__Dự phòng rủi ro các tài sản có khácTriệu VND,numeric__Tổng cộngTriệu VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,386.400,23.974,410.374,386400.0,23974.0,410374.0
Dự phòng trích lập trong năm,Dự phòng trích lập trong năm,Dự phòng trích lập trong năm,350.000,12.842,362.842,350000.0,12842.0,362842.0
Sử dụng dự phòng trong năm,Sử dụng dự phòng trong năm,Sử dụng dự phòng trong năm,(120.000),-,(120.000),-120000.0,,-120000.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,616.400,36.816,653.216,616400.0,36816.0,653216.0
