row_label_raw,row_label_full,col_0,31/12/2019Triệu VND,%,31/12/2018Triệu VND,%_1,numeric__31/12/2019Triệu VND,numeric__%,numeric__31/12/2018Triệu VND,numeric__%_1
"Bán buôn, bán lẻ; sửa chữa ô tô, xe máyvà xe có động cơ khác","Bán buôn, bán lẻ; sửa chữa ô tô, xe máyvà xe có động cơ khác","Bán buôn, bán lẻ; sửa chữa ô tô, xe máyvà xe có động cơ khác",44.733.777,"16,87",36.247.298,"16,70",44733777.0,16.87,36247298.0,16.7
"Nông lâm nghiệp, thủy sản","Nông lâm nghiệp, thủy sản","Nông lâm nghiệp, thủy sản",43.243.886,"16,31",38.463.768,"17,73",43243886.0,16.31,38463768.0,17.73
"Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo",39.292.368,"14,82",29.957.113,"13,81",39292368.0,14.82,29957113.0,13.81
Xây dựng,Xây dựng,Xây dựng,36.771.735,"13,87",28.795.080,"13,27",36771735.0,13.87,28795080.0,13.27
"Sản xuất và phân phối điện, khí đốt, nước nóng,hoi nước và điều hòa không khí","Sản xuất và phân phối điện, khí đốt, nước nóng,hoi nước và điều hòa không khí","Sản xuất và phân phối điện, khí đốt, nước nóng,hoi nước và điều hòa không khí",18.262.849,"6,89",15.373.337,"7,08",18262849.0,6.89,15373337.0,7.08
Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,22.302.690,"8,41",16.756.345,"7,72",22302690.0,8.41,16756345.0,7.72
"Hoạt động làm thuê các công việc trong các hộgia đình, sản xuất sản phẩm vật chất và dịch vụtự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộgia đình, sản xuất sản phẩm vật chất và dịch vụtự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộgia đình, sản xuất sản phẩm vật chất và dịch vụtự tiêu dùng của hộ gia đình",4.438.261,"1,67",5.029.372,"2,32",4438261.0,1.67,5029372.0,2.32
Khai khoáng,Khai khoáng,Khai khoáng,3.225.156,"1,22",4.493.748,"2,07",3225156.0,1.22,4493748.0,2.07
"Vận tải, kho bãi","Vận tải, kho bãi","Vận tải, kho bãi",2.379.839,"0,9",2.416.317,"1,11",2379839.0,0.9,2416317.0,1.11
Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,1.696.564,"0,64",1.189.297,"0,55",1696564.0,0.64,1189297.0,0.55
"Hoạt động tài chính, bảo hiểm","Hoạt động tài chính, bảo hiểm","Hoạt động tài chính, bảo hiểm",1.542.296,"0,58",2.517.173,"1,16",1542296.0,0.58,2517173.0,1.16
Thông tin và truyền thông,Thông tin và truyền thông,Thông tin và truyền thông,507.655,"0,19",959.840,"0,44",507655.0,0.19,959840.0,0.44
"Cung cấp nước, quản lý và xử lý rác thải, nướcthải","Cung cấp nước, quản lý và xử lý rác thải, nướcthải","Cung cấp nước, quản lý và xử lý rác thải, nướcthải",211.064,"0,08",158.586,"0,07",211064.0,0.08,158586.0,0.07
"Hoạt động chuyên môn, khoa học và công nghệ","Hoạt động chuyên môn, khoa học và công nghệ","Hoạt động chuyên môn, khoa học và công nghệ",103.752,"0,04",98.736,"0,05",103752.0,0.04,98736.0,0.05
Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,414.001,"0,16",951.543,"0,44",414001.0,0.16,951543.0,0.44
"Nghệ thuật, vui chơi, giải trí","Nghệ thuật, vui chơi, giải trí","Nghệ thuật, vui chơi, giải trí",121.841,"0,05",282.306,"0,13",121841.0,0.05,282306.0,0.13
"Hoạt động của Đảng, tổ chức chính trị xã hội,quản lý Nhà nước, an ninh quốc phòng, bảo đảmxã hội bắt buộc","Hoạt động của Đảng, tổ chức chính trị xã hội,quản lý Nhà nước, an ninh quốc phòng, bảo đảmxã hội bắt buộc","Hoạt động của Đảng, tổ chức chính trị xã hội,quản lý Nhà nước, an ninh quốc phòng, bảo đảmxã hội bắt buộc",19.346,"0,01",28.546,"0,01",19346.0,0.01,28546.0,0.01
Giáo dục và đào tạo,Giáo dục và đào tạo,Giáo dục và đào tạo,226.017,"0,09",723.744,"0,33",226017.0,0.09,723744.0,0.33
Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,74.934,"0,03",72.367,"0,03",74934.0,0.03,72367.0,0.03
Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,45.593.645,"17,17",32.474.365,"14,98",45593645.0,17.17,32474365.0,14.98
,,,265.161.676,"100,00",216.988.881,"100,00",265161676.0,100.0,216988881.0,100.0
