row_label_raw,row_label_full,col_0,col_1,Thuyết minh,31/12/2019Triệu VND,31/12/2018Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__31/12/2019Triệu VND,numeric__31/12/2018Triệu VND
B,B,B,NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮUNỘ PHẢI TRẢ,,,,,,,
I,B > I,I,Các khoản nợ Chính phủ và Ngân hàng Nhà nước,17,725.071,12.211.237,,17.0,725071.0,12211237.0
II,B > II,II,Tiền gửi và vay các tổ chức tín dụng khác,18,48.623.749,44.933.789,,18.0,48623749.0,44933789.0
1,B > 1,1,Tiền gửi của các tổ chức tín dụng khác,,31.625.632,31.352.183,,,31625632.0,31352183.0
2,B > 2,2,Vay các tổ chức tín dụng khác,,16.998.117,13.581.606,,,16998117.0,13581606.0
III,B > III,III,Tiền gửi của khách hàng,19,259.236.746,225.224.141,,19.0,259236746.0,225224141.0
V,B > V,V,"Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tín dụng chịu rủi ro",20,2.509.687,1.473.711,,20.0,2509687.0,1473711.0
VI,B > VI,VI,Phát hành giấy tờ có giá,21,26.732.764,16.721.736,,21.0,26732764.0,16721736.0
VII,B > VII,VII,Các khoản nợ khác,22,8.918.858,6.378.862,,22.0,8918858.0,6378862.0
1,B > 1,1,"Các khoản lãi, phí phải trả",,8.428.063,5.294.909,,,8428063.0,5294909.0
2,B > 2,2,Thuế thu nhập hoãn lại phải trả,,36.599,-,,,36599.0,
3,B > 3,3,Các khoản phải trả và công nợ khác,,454.196,1.083.953,,,454196.0,1083953.0
,,,TỔNG NỘ PHẢI TRẢ,,346.746.875,306.943.476,,,346746875.0,306943476.0
,,,VỐN CHỦ SỞ HỮU,,,,,,,
VIII,B > VIII,VIII,Vốn và các quỹ,23,18.507.443,16.332.532,,23.0,18507443.0,16332532.0
1,B > 1,1,Vốn,,12.132.617,12.132.617,,,12132617.0,12132617.0
a,B > a,a,Vốn điều lệ,24,12.036.161,12.036.161,,24.0,12036161.0,12036161.0
c,B > c,c,Thặng dư vốn cổ phần,,101.716,101.716,,,101716.0,101716.0
d,B > d,d,Cổ phiếu quỹ,,(5.260),(5.260),,,-5260.0,-5260.0
2,B > 2,2,Các quỹ của tổ chức tín dụng,,1.816.953,1.467.001,,,1816953.0,1467001.0
3,B > 3,3,Chênh lệch tỷ giá hối đoái,,(49.820),(5.891),,,-49820.0,-5891.0
5,B > 5,5,Lợi nhuận chưa phân phối,,4.607.693,2.738.805,,,4607693.0,2738805.0
,,,TỔNG VỐN CHỦ SỞ HỮUTỔNG NỘ PHẢI TRẢ VÀVỐN CHỦ SỞ HỮU,,18.507.443,16.332.532,,,18507443.0,16332532.0
,,,TỔNG VỐN CHỦ SỞ HỮUTỔNG NỘ PHẢI TRẢ VÀVỐN CHỦ SỞ HỮU,,365.254.318,323.276.008,,,365254318.0,323276008.0
