row_label_raw,row_label_full,col_0,31/12/2019Triệu VND,31/12/2018Triệu VND,numeric__31/12/2019Triệu VND,numeric__31/12/2018Triệu VND
Các khoản phải thuTrong đó:,Các khoản phải thuTrong đó:,Các khoản phải thuTrong đó:,15.614.194,7.868.333,15614194.0,7868333.0
▪ Phải thu liên quan đến thư tín dụng trả chậm (*),▪ Phải thu liên quan đến thư tín dụng trả chậm (*),▪ Phải thu liên quan đến thư tín dụng trả chậm (*),10.207.113,6.089.972,10207113.0,6089972.0
▪ Phải thu hợp đồng mua bán nợ,▪ Phải thu hợp đồng mua bán nợ,▪ Phải thu hợp đồng mua bán nợ,187.500,321.289,187500.0,321289.0
▪ Phải thu tiền bán trái phiếu,▪ Phải thu tiền bán trái phiếu,▪ Phải thu tiền bán trái phiếu,2.799.020,-,2799020.0,
▪ Phải thu khác,▪ Phải thu khác,▪ Phải thu khác,2.420.561,1.457.072,2420561.0,1457072.0
Mua sắm tài sản cố định và xây dựng cơ bản dở dang,Mua sắm tài sản cố định và xây dựng cơ bản dở dang,Mua sắm tài sản cố định và xây dựng cơ bản dở dang,190.192,112.563,190192.0,112563.0
"Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",8.065.177,9.117.746,8065177.0,9117746.0
Tài sản Có khác (i),Tài sản Có khác (i),Tài sản Có khác (i),7.510.779,4.256.033,7510779.0,4256033.0
Dự phòng rủi ro cho các tài sản Có nội bảng khác (ii),Dự phòng rủi ro cho các tài sản Có nội bảng khác (ii),Dự phòng rủi ro cho các tài sản Có nội bảng khác (ii),(512.177),(653.216),-512177.0,-653216.0
,,,30.868.165,20.701.459,30868165.0,20701459.0
