row_label_raw,row_label_full,col_0,col_1,Thuyết minh,31/12/2019Triệu VND,31/12/2018Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__31/12/2019Triệu VND,numeric__31/12/2018Triệu VND
A,A,A,TÀI SẢN,,,,,,,
I,A > I,I,Tiền mặt và vàng,4,1.754.801,1.884.822,,4.0,1754801.0,1884822.0
II,A > II,II,Tiền gửi tại Ngân hàng Nhà nước,5,10.163.244,4.328.739,,5.0,10163244.0,4328739.0
III,A > III,III,Tiền gửi và cho vay các tổ chức tín dụng khác,6,33.708.490,29.300.327,,6.0,33708490.0,29300327.0
1,A > 1,1,Tiền gửi tại các tổ chức tín dụng khác,,33.617.238,29.300.327,,,33617238.0,29300327.0
2,A > 2,2,Cho vay các tổ chức tín dụng khác,,91.252,-,,,91252.0,
IV,A > IV,IV,Chứng khoán kinh doanh,7,502,655,,7.0,502.0,655.0
1,A > 1,1,Chứng khoán kinh doanh,,3.889,3.889,,,3889.0,3889.0
2,A > 2,2,Dự phòng rủi ro chứng khoán kinh doanh,,(3.387),(3.234),,,-3387.0,-3234.0
V,A > V,V,Các công cụ tài chính phải sinh và các tài sản tài chính khác,8,172.946,58.228,,8.0,172946.0,58228.0
VI,A > VI,VI,Cho vay khách hàng,,262.031.207,213.986.652,,,262031207.0,213986652.0
1,A > 1,1,Cho vay khách hàng,9,265.161.676,216.988.881,,9.0,265161676.0,216988881.0
2,A > 2,2,Dự phòng rủi ro cho vay khách hàng,10,(3.130.469),(3.002.229),,10.0,-3130469.0,-3002229.0
VIII,A > VIII,VIII,Chứng khoán đầu tư,,21.604.317,48.026.925,,,21604317.0,48026925.0
1,A > 1,1,Chứng khoán đầu tư sẵn sàng để bán,11,6.558.244,25.193.006,,11.0,6558244.0,25193006.0
2,A > 2,2,Chứng khoán đầu tư giữ đến ngày đáo hạn,11,15.780.793,24.761.139,,11.0,15780793.0,24761139.0
3,A > 3,3,Dự phòng rủi ro chứng khoán đầu tư,12,(734.720),(1.927.220),,12.0,-734720.0,-1927220.0
IX,A > IX,IX,"Góp vốn, đầu tư dài hạn",13,133.140,195.767,,13.0,133140.0,195767.0
4,A > 4,4,Đầu tư dài hạn khác,,165.891,201.750,,,165891.0,201750.0
5,A > 5,5,Dự phòng giảm giá đầu tư dài hạn,,(32.751),(5.983),,,-32751.0,-5983.0
X,A > X,X,Tài sản cố định,,4.817.506,4.792.434,,,4817506.0,4792434.0
1,A > 1,1,Tài sản cố định hữu hình,14,498.334,485.674,,14.0,498334.0,485674.0
a,A > a,a,Nguyên giá,,1.222.534,1.140.635,,,1222534.0,1140635.0
b,A > b,b,Giá trị hao mòn lũy kế,,(724.200),(654.961),,,-724200.0,-654961.0
3,A > 3,3,Tài sản cố định vô hình,15,4.319.172,4.306.760,,15.0,4319172.0,4306760.0
a,A > a,a,Nguyên giá,,4.590.235,4.544.660,,,4590235.0,4544660.0
b,A > b,b,Giá trị hao mòn lũy kế,,(271.063),(237.900),,,-271063.0,-237900.0
XII,A > XII,XII,Tài sản Có khác,16,30.868.165,20.701.459,,16.0,30868165.0,20701459.0
1,A > 1,1,Các khoản phải thu,,15.804.386,7.980.896,,,15804386.0,7980896.0
2,A > 2,2,"Các khoản lãi, phí phải thu",,8.065.177,9.117.746,,,8065177.0,9117746.0
4,A > 4,4,Tài sản Có khác,,7.510.779,4.256.033,,,7510779.0,4256033.0
5,A > 5,5,Các khoản dự phòng rủi ro cho các tài sản Có nội bảng khác,,(512.177),(653.216),,,-512177.0,-653216.0
,,,TỔNG TÀI SẢN,,365.254.318,323.276.008,,,365254318.0,323276008.0
