row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2018(Triệu VND),Quá hạn > Trên 3 tháng,Quá hạn > Dưới 3 tháng,Trong hạn > Đến 1 tháng,Trong hạn > Từ 1 đến 3 tháng,Trong hạn > Từ 3 đến 12 tháng,Trong hạn > Từ 1 đến 5 năm,Trong hạn > Trên 5 năm,Trong hạn > Tổng cộng,numeric__Quá hạn > Trên 3 tháng,numeric__Quá hạn > Dưới 3 tháng,numeric__Trong hạn > Đến 1 tháng,numeric__Trong hạn > Từ 1 đến 3 tháng,numeric__Trong hạn > Từ 3 đến 12 tháng,numeric__Trong hạn > Từ 1 đến 5 năm,numeric__Trong hạn > Trên 5 năm,numeric__Trong hạn > Tổng cộng
Tài sản,Tài sản,Tài sản,,,,,,,,,,,,,,,,
Tiền mặt và vàng,Tài sản > Tiền mặt và vàng,Tiền mặt và vàng,-,-,1.884.822,-,-,-,-,1.884.822,,,1884822.0,,,,,1884822.0
Tiền gửi tại Ngân hàng Nhà nước,Tài sản > Tiền gửi tại Ngân hàng Nhà nước,Tiền gửi tại Ngân hàng Nhà nước,-,-,4.328.739,-,-,-,-,4.328.739,,,4328739.0,,,,,4328739.0
Tiền gửi và cho vay các TCTD khác - gộp,Tài sản > Tiền gửi và cho vay các TCTD khác - gộp,Tiền gửi và cho vay các TCTD khác - gộp,-,-,26.651.516,2.304.920,343.891,-,-,29.300.327,,,26651516.0,2304920.0,343891.0,,,29300327.0
Chứng khoán kinh doanh - gộp,Tài sản > Chứng khoán kinh doanh - gộp,Chứng khoán kinh doanh - gộp,-,-,3.889,-,-,-,-,3.889,,,3889.0,,,,,3889.0
Các công cụ tài chính phải sinh,Tài sản > Các công cụ tài chính phải sinh,Các công cụ tài chính phải sinh,-,-,(28.512),25.230,61.510,-,-,58.228,,,-28512.0,25230.0,61510.0,,,58228.0
Cho vay khách hàng - gộp,Tài sản > Cho vay khách hàng - gộp,Cho vay khách hàng - gộp,2.820.131,7.077.328,21.823.759,23.323.406,62.087.275,61.779.487,38.077.495,216.988.881,2820131.0,7077328.0,21823759.0,23323406.0,62087275.0,61779487.0,38077495.0,216988881.0
Chứng khoán đầu tư - gộp,Tài sản > Chứng khoán đầu tư - gộp,Chứng khoán đầu tư - gộp,150.000,-,2.730.375,351.722,18.005.543,16.889.432,11.827.073,49.954.145,150000.0,,2730375.0,351722.0,18005543.0,16889432.0,11827073.0,49954145.0
"Góp vốn, đầu tư dài hạn","Tài sản > Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn",-,-,-,-,-,-,201.750,201.750,,,,,,,201750.0,201750.0
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,-,-,1.606.475,214,17.162,199.842,2.968.741,4.792.434,,,1606475.0,214.0,17162.0,199842.0,2968741.0,4792434.0
Tài sản có khác - gộp,Tài sản > Tài sản có khác - gộp,Tài sản có khác - gộp,1.840.891,-,13.165.334,2.545.626,3.542.254,256.323,4.247,21.354.675,1840891.0,,13165334.0,2545626.0,3542254.0,256323.0,4247.0,21354675.0
,,,4.811.022,7.077.328,72.166.397,28.551.118,84.057.635,79.125.084,53.079.306,328.867.890,4811022.0,7077328.0,72166397.0,28551118.0,84057635.0,79125084.0,53079306.0,328867890.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,,,,,,,,
Các khoản nợ Chính phủvà Ngân hàng Nhà nước,Nợ phải trả > Các khoản nợ Chính phủvà Ngân hàng Nhà nước,Các khoản nợ Chính phủvà Ngân hàng Nhà nước,-,-,9.434.607,2.200.119,576.511,-,-,12.211.237,,,9434607.0,2200119.0,576511.0,,,12211237.0
Tiền gửi và vay các tổ chức tín dụng khác,Nợ phải trả > Tiền gửi và vay các tổ chức tín dụng khác,Tiền gửi và vay các tổ chức tín dụng khác,-,-,32.106.273,8.210.803,4.153.755,376.565,86.393,44.933.789,,,32106273.0,8210803.0,4153755.0,376565.0,86393.0,44933789.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,65.971.458,47.612.876,94.957.386,16.679.022,3.399,225.224.141,,,65971458.0,47612876.0,94957386.0,16679022.0,3399.0,225224141.0
"Vốn tài trợ, ủy thác đầu tư, cho vayTCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vayTCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vayTCTD chịu rủi ro",-,-,10.159,25.199,131.595,641.165,665.593,1.473.711,,,10159.0,25199.0,131595.0,641165.0,665593.0,1473711.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,-,600.000,7.047.099,2.049.454,7.025.183,16.721.736,,,,600000.0,7047099.0,2049454.0,7025183.0,16721736.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,-,6.378.862,-,-,-,-,6.378.862,,,6378862.0,,,,,6378862.0
,,,-,-,113.901.359,58.648.997,106.866.346,19.746.206,7.780.568,306.943.476,,,113901359.0,58648997.0,106866346.0,19746206.0,7780568.0,306943476.0
Mức chênh thanh khoản ròng,Nợ phải trả > Mức chênh thanh khoản ròng,Mức chênh thanh khoản ròng,4.811.022,7.077.328,(41.734.962),(30.097.879),(22.808.711),59.378.878,45.298.738,21.924.414,4811022.0,7077328.0,-41734962.0,-30097879.0,-22808711.0,59378878.0,45298738.0,21924414.0
