row_label_raw,row_label_full,col_0,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C.,C.,C.,NỘ PHẢI TRẢ,300,,2.391.778.161.691,3.349.473.086.779,,300.0,,2391778161691.0,3349473086779.0
I.,I.,I.,Nợ ngắn hạn,310,,2.339.148.150.357,1.769.809.161.067,,310.0,,2339148150357.0,1769809161067.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,14,82.203.340.757,155.224.133.229,,311.0,14.0,82203340757.0,155224133229.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,,-,5.004.153.000,,312.0,,,5004153000.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,15,117.432.450,803.189.091,,313.0,15.0,117432450.0,803189091.0
4.,4.,4.,Phải trả người lao động,314,,3.143.522.584,3.004.609.207,,314.0,,3143522584.0,3004609207.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,16,17.574.088.371,11.700.679.143,,315.0,16.0,17574088371.0,11700679143.0
6.,6.,6.,Phải trả ngắn hạn khác,319,17,757.539.374.277,984.649.687.098,,319.0,17.0,757539374277.0,984649687098.0
7.,7.,7.,Vay và nợ thuê tài chính ngắn hạn,320,18,1.478.131.250.757,608.904.269.138,,320.0,18.0,1478131250757.0,608904269138.0
8.,8.,8.,"Quỹ khen thưởng, phúc lợi",322,,439.141.161,518.441.161,,322.0,,439141161.0,518441161.0
II.,II.,II.,Nợ dài hạn,330,,52.630.011.334,1.579.663.925.712,,330.0,,52630011334.0,1579663925712.0
1.,1.,1.,Phải trả dài hạn khác,337,17,2.630.011.334,3.287.514.170,,337.0,17.0,2630011334.0,3287514170.0
2.,2.,2.,Vay và nợ thuê tài chính dài hạn,338,19,50.000.000.000,1.576.376.411.542,,338.0,19.0,50000000000.0,1576376411542.0
D.,D.,D.,VỐN CHỦ SỞ HỮU,400,,4.918.490.064.542,4.264.434.907.961,,400.0,,4918490064542.0,4264434907961.0
I.,I.,I.,Vốn chủ sở hữu,410,20,4.918.490.064.542,4.264.434.907.961,,410.0,20.0,4918490064542.0,4264434907961.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,3.000.000.000.000,3.000.000.000.000,,411.0,,3000000000000.0,3000000000000.0
1.,1.,1.,- Cổ phiếu phố thông có quyền biểu quyết,411a,,3.000.000.000.000,3.000.000.000.000,,,,3000000000000.0,3000000000000.0
2.,2.,2.,Thặng dư vốn cổ phần,412,,835.287.500.000,835.287.500.000,,412.0,,835287500000.0,835287500000.0
3.,3.,3.,Quỹ đầu tư phát triển,418,,5.000.000.000,5.000.000.000,,418.0,,5000000000.0,5000000000.0
4.,4.,4.,Lợi nhuận sau thuế chưa phân phối,421,,1.078.202.564.542,424.147.407.961,,421.0,,1078202564542.0,424147407961.0
4.,4.,4.,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,421a,,124.147.407.961,-,,,,124147407961.0,
4.,4.,4.,- Lợi nhuận sau thuế chưa phân phối năm nay,421b,,954.055.156.581,424.147.407.961,,,,954055156581.0,424147407961.0
