row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,,
Phí chấp nhận thanh toán LC,a. Ngắn hạn > Phí chấp nhận thanh toán LC,Phí chấp nhận thanh toán LC,202.332.166,175.862.391,202332166.0,175862391.0
Lãi mua hàng trả chậm,a. Ngắn hạn > Lãi mua hàng trả chậm,Lãi mua hàng trả chậm,-,820.124.518,,820124518.0
Chi phí trả trước ngắn hạn khác,a. Ngắn hạn > Chi phí trả trước ngắn hạn khác,Chi phí trả trước ngắn hạn khác,534.839.842,681.064.823,534839842.0,681064823.0
,,,737.172.008,1.677.051.732,737172008.0,1677051732.0
b. Dài hạn,b. Dài hạn,b. Dài hạn,b. Dài hạn,b. Dài hạn,,
Chi phí nội thất văn phòng,b. Dài hạn > Chi phí nội thất văn phòng,Chi phí nội thất văn phòng,4.639.652.415,6.118.819.638,4639652415.0,6118819638.0
Phí cam kết rút vốn khoản vay,b. Dài hạn > Phí cam kết rút vốn khoản vay,Phí cam kết rút vốn khoản vay,2.869.820.788,5.739.641.577,2869820788.0,5739641577.0
"Công cụ, dụng cụ xuất dùng","b. Dài hạn > Công cụ, dụng cụ xuất dùng","Công cụ, dụng cụ xuất dùng",75.931.375,157.533.862,75931375.0,157533862.0
Chi phí trả trước dài hạn khác,b. Dài hạn > Chi phí trả trước dài hạn khác,Chi phí trả trước dài hạn khác,100.046.840,138.644.957,100046840.0,138644957.0
,,,7.685.451.418,12.154.640.034,7685451418.0,12154640034.0
