row_label_raw,row_label_full,Bên cho vay > Ngân hàng TMCP Kỹ thương Việt Nam - Hội sở chính,Số dư cuối năm > VND > 1.096.125.470.514,Số dư đầu năm > VND > 1.356.125.470.514,Ngày đáo hạn > Khế ước cuối cùng đáo hạn ngày 31 tháng 12 năm 2024,"Lãi suất > (%/năm) > Lãi suất vay cổ định 8,52%-8,54%/năm, trả lãi 3 tháng/lần","Mục đích vay > Tái cấu trúc doanh nghiệp, trả nợ khoản vay với Công ty Cổ phần Tập đoàn GELEX",Tài sản đảm bảo > 65.400.000 cổ phiếu VGC (Tổng Công ty Viglacera – CTCP) thuộc sở hữu của Công ty Cổ phần Hạ tầng GELEX. Cam kết thanh toán và bảo lãnh bởi CTCP Tập đoàn GELEX,numeric__Số dư cuối năm > VND > 1.096.125.470.514,numeric__Số dư đầu năm > VND > 1.356.125.470.514,numeric__Ngày đáo hạn > Khế ước cuối cùng đáo hạn ngày 31 tháng 12 năm 2024,"numeric__Lãi suất > (%/năm) > Lãi suất vay cổ định 8,52%-8,54%/năm, trả lãi 3 tháng/lần","numeric__Mục đích vay > Tái cấu trúc doanh nghiệp, trả nợ khoản vay với Công ty Cổ phần Tập đoàn GELEX",numeric__Tài sản đảm bảo > 65.400.000 cổ phiếu VGC (Tổng Công ty Viglacera – CTCP) thuộc sở hữu của Công ty Cổ phần Hạ tầng GELEX. Cam kết thanh toán và bảo lãnh bởi CTCP Tập đoàn GELEX
,,,1.096.125.470.514,1.356.125.470.514,,,,,1096125470514.0,1356125470514.0,,,,
- Số phải trả trong vòng 12 tháng,- Số phải trả trong vòng 12 tháng,- Số phải trả trong vòng 12 tháng,1.096.125.470.514,459.749.058.972,,,,,1096125470514.0,459749058972.0,,,,
- Số phải trả sau 12 tháng,- Số phải trả sau 12 tháng,- Số phải trả sau 12 tháng,-,896.376.411.542,,,,,,896376411542.0,,,,
