row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,,
Phải thu về lãi cho vay,a. Ngắn hạn > Phải thu về lãi cho vay,Phải thu về lãi cho vay,1.654.520.546,5.819.178.083,1654520546.0,5819178083.0
"Ký cược, ký quỹ","a. Ngắn hạn > Ký cược, ký quỹ","Ký cược, ký quỹ",205.000.000,5.000.000,205000000.0,5000000.0
Tạm ứng,a. Ngắn hạn > Tạm ứng,Tạm ứng,60.000.000,50.000.000,60000000.0,50000000.0
Tiền phong tỏa để chào mua công khai cổ phiếu THI,a. Ngắn hạn > Tiền phong tỏa để chào mua công khai cổ phiếu THI,Tiền phong tỏa để chào mua công khai cổ phiếu THI,-,115.652.725.500,,115652725500.0
Tiền phong tỏa để chào mua công khai cổ phiếu CAV,a. Ngắn hạn > Tiền phong tỏa để chào mua công khai cổ phiếu CAV,Tiền phong tỏa để chào mua công khai cổ phiếu CAV,-,115.543.725.000,,115543725000.0
Các khoản phải thu khác,a. Ngắn hạn > Các khoản phải thu khác,Các khoản phải thu khác,15.556.165,314.923.757,15556165.0,314923757.0
,,,1.935.076.711,237.385.552.340,1935076711.0,237385552340.0
b. Dài hạn,b. Dài hạn,b. Dài hạn,b. Dài hạn,b. Dài hạn,,
"Ký cược, ký quỹ","b. Dài hạn > Ký cược, ký quỹ","Ký cược, ký quỹ",10.000.000,10.000.000,10000000.0,10000000.0
,,,10.000.000,10.000.000,10000000.0,10000000.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu khác là các bên liên quan(chi tiết trình bày tại Thuyết minh số 29),Trong đó: > Phải thu khác là các bên liên quan(chi tiết trình bày tại Thuyết minh số 29),Phải thu khác là các bên liên quan(chi tiết trình bày tại Thuyết minh số 29),1.654.520.546,5.819.178.083,1654520546.0,5819178083.0
