row_label_raw,row_label_full,col_0,Closing balance,Closing balance_1,Opening balance,Opening balance_1,numeric__Closing balance,numeric__Closing balance_1,numeric__Opening balance,numeric__Opening balance_1
,,,VND,%,VND,%,,,,
Vietnam National Industry - Energy Group,Vietnam National Industry - Energy Group,Vietnam National Industry - Energy Group,"23,106,406,863,456",95.76%,"22,433,911,410,000",95.76%,,95.76,,95.76
Other shareholders,Other shareholders,Other shareholders,"1,023,090,696,544",4.24%,"992,817,780,000",4.24%,,4.24,,4.24
,,,"24,129,497,560,000",100%,"23,426,729,190,000",100%,,1.0,,1.0
