row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,VND,VND,,
Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,4.181.870.597.989,2.718.112.067.217,4181870597989.0,2718112067217.0
Công ty mẹ,Công ty mẹ,Công ty mẹ,,,,
Tập đoàn Công nghiệp - Năng lượng Quốc gia Việt Nam,Công ty mẹ > Tập đoàn Công nghiệp - Năng lượng Quốc gia Việt Nam,Tập đoàn Công nghiệp - Năng lượng Quốc gia Việt Nam,3.433.857.939.194,1.722.702.938.662,3433857939194.0,1722702938662.0
Các công ty con,Các công ty con,Các công ty con,,,,
Công ty Cổ phần Kinh doanh LPG Việt Nam,Các công ty con > Công ty Cổ phần Kinh doanh LPG Việt Nam,Công ty Cổ phần Kinh doanh LPG Việt Nam,844.957.174,420.098.400,844957174.0,420098400.0
Các công ty thành viên thuộc Tập đoàn,Các công ty thành viên thuộc Tập đoàn,Các công ty thành viên thuộc Tập đoàn,,,,
Công ty Cổ phần Lộc hóa dầu Bình Sơn,Các công ty thành viên thuộc Tập đoàn > Công ty Cổ phần Lộc hóa dầu Bình Sơn,Công ty Cổ phần Lộc hóa dầu Bình Sơn,470.090.343.393,669.101.850.561,470090343393.0,669101850561.0
Trong đó:,Trong đó:,Trong đó:,,,,
- Công ty Cổ phần Lộc hóa dầu Bình Sơn,Trong đó: > - Công ty Cổ phần Lộc hóa dầu Bình Sơn,- Công ty Cổ phần Lộc hóa dầu Bình Sơn,451.272.950.949,669.101.850.561,451272950949.0,669101850561.0
- Công ty Cổ phần Bao bì và Thương mại dầu khí Bình Sơn,Trong đó: > - Công ty Cổ phần Bao bì và Thương mại dầu khí Bình Sơn,- Công ty Cổ phần Bao bì và Thương mại dầu khí Bình Sơn,18.817.392.444,-,18817392444.0,
