row_label_raw,row_label_full,col_0,Current year,Prior year,numeric__Current year,numeric__Prior year
,,,VND,VND,,
Gross salaries and other benefits,Gross salaries and other benefits,Gross salaries and other benefits,"46,676,607,560","25,132,426,621",,
,,,Current year,Prior year,,
,,,VND,VND,,
Board of Directors,Board of Directors,Board of Directors,Board of Directors,Board of Directors,,
Mr Nguyen Thanh Binh - Chairman,Mr Nguyen Thanh Binh - Chairman,Mr Nguyen Thanh Binh - Chairman,"3,745,020,390","2,033,482,515",,
Mr Pham Van Phong - Member cum Chief Executive Officer,Mr Pham Van Phong - Member cum Chief Executive Officer,Mr Pham Van Phong - Member cum Chief Executive Officer,"4,145,020,390","2,007,466,112",,
Mr Do Dong Nguyen - Independent Member,Mr Do Dong Nguyen - Independent Member,Mr Do Dong Nguyen - Independent Member,"3,191,104,765","1,896,754,755",,
Mr Trieu Quoc Tuan - Independent Member,Mr Trieu Quoc Tuan - Independent Member,Mr Trieu Quoc Tuan - Independent Member,"3,048,455,911","1,783,045,675",,
Mr Tran Nhat Huy - Member (from 30 May 2025),Mr Tran Nhat Huy - Member (from 30 May 2025),Mr Tran Nhat Huy - Member (from 30 May 2025),"1,378,245,658",-,,
Mr Nguyen Thanh Hao - Member,Mr Nguyen Thanh Hao - Member,Mr Nguyen Thanh Hao - Member,"2,722,089,620","538,981,357",,
Mr Trinh Van Khiem - Member (from 30 May 2025),Mr Trinh Van Khiem - Member (from 30 May 2025),Mr Trinh Van Khiem - Member (from 30 May 2025),"1,403,737,620",-,,
Mr Truong Hong Son - Member (until 30 May 2025),Mr Truong Hong Son - Member (until 30 May 2025),Mr Truong Hong Son - Member (until 30 May 2025),"1,708,326,824","1,896,754,755",,
Mrs Vo Thi Thanh Ngoc - Member (until 30 May 2025),Mrs Vo Thi Thanh Ngoc - Member (until 30 May 2025),Mrs Vo Thi Thanh Ngoc - Member (until 30 May 2025),"1,732,299,559","1,936,345,234",,
Mr Hoang Van Quang - Member (until 25 May 2023),Mr Hoang Van Quang - Member (until 25 May 2023),Mr Hoang Van Quang - Member (until 25 May 2023),-,"395,528,905",,
Board of Management,Board of Management,Board of Management,Board of Management,Board of Management,,
Mr Pham Van Phong - Chief Executive Officer,Mr Pham Van Phong - Chief Executive Officer,Mr Pham Van Phong - Chief Executive Officer,(*),(*),,
Mr Nguyen Cong Luan - Executive Officer,Mr Nguyen Cong Luan - Executive Officer,Mr Nguyen Cong Luan - Executive Officer,"3,362,840,387","1,752,230,774",,
Mr Hoang Trong Dung - Executive Officer,Mr Hoang Trong Dung - Executive Officer,Mr Hoang Trong Dung - Executive Officer,"3,502,528,863","1,277,207,828",,
Mr Huynh Quang Hai - Executive Officer,Mr Huynh Quang Hai - Executive Officer,Mr Huynh Quang Hai - Executive Officer,"3,362,840,387","1,716,016,239",,
Mr Nguyen Phuc Tue - Executive Officer,Mr Nguyen Phuc Tue - Executive Officer,Mr Nguyen Phuc Tue - Executive Officer,"3,333,127,698","913,329,192",,
Mr Nguyen Minh Tuan - Executive Officer (from 02 June 2025),Mr Nguyen Minh Tuan - Executive Officer (from 02 June 2025),Mr Nguyen Minh Tuan - Executive Officer (from 02 June 2025),"1,417,052,079",-,,
Mr Tran Nhat Huy - Executive Officer (until 30 May 2025),Mr Tran Nhat Huy - Executive Officer (until 30 May 2025),Mr Tran Nhat Huy - Executive Officer (until 30 May 2025),"2,087,091,918","1,646,252,696",,
Mr Pham Dang Nam - Executive Officer (until 01 January 2024),Mr Pham Dang Nam - Executive Officer (until 01 January 2024),Mr Pham Dang Nam - Executive Officer (until 01 January 2024),-,"705,747,569",,
