row_label_raw,row_label_full,col_0,Opening balance,Opening balance_1,In the year Paid off,Closing balance,Closing balance_1,numeric__Opening balance,numeric__Opening balance_1,numeric__In the year Paid off,numeric__Closing balance,numeric__Closing balance_1
,,,Amount,Amount able to be paid off,In the year Paid off,Amount,Amount able to be paid off,,,,,
,,,VND,VND,VND,VND,VND,,,,,
Long-term loans,Long-term loans,Long-term loans,"3,031,309,014,302","3,031,309,014,302","779,051,532,366","2,252,257,481,936","2,252,257,481,936",,,,,
Joint Stock Commercial Bank for Investment and Development of Vietnam,Joint Stock Commercial Bank for Investment and Development of Vietnam,Joint Stock Commercial Bank for Investment and Development of Vietnam,"1,185,546,736,593","1,185,546,736,593","227,246,132,766","958,300,603,827","958,300,603,827",,,,,
Joint Stock Commercial Bank for Foreign Trade of Vietnam,Joint Stock Commercial Bank for Foreign Trade of Vietnam,Joint Stock Commercial Bank for Foreign Trade of Vietnam,"1,131,054,116,805","1,131,054,116,805","375,600,000,000","755,454,116,805","755,454,116,805",,,,,
Vietnam Joint Stock Commercial Bank for Industry and Trade,Vietnam Joint Stock Commercial Bank for Industry and Trade,Vietnam Joint Stock Commercial Bank for Industry and Trade,"445,232,898,738","445,232,898,738","127,209,399,600","318,023,499,138","318,023,499,138",,,,,
Vietnam Bank for Agriculture and Rural Development,Vietnam Bank for Agriculture and Rural Development,Vietnam Bank for Agriculture and Rural Development,"269,475,262,166","269,475,262,166","48,996,000,000","220,479,262,166","220,479,262,166",,,,,
,,,"3,031,309,014,302","3,031,309,014,302","779,051,532,366","2,252,257,481,936","2,252,257,481,936",,,,,
In which:,In which:,In which:,,,,,,,,,,
- Amount due for settlement within 12 months,- Amount due for settlement within 12 months,- Amount due for settlement within 12 months,"779,051,532,366",,,"779,051,532,366",,,,,,
- Amount due for settlement after 12 months,- Amount due for settlement after 12 months,- Amount due for settlement after 12 months,"2,252,257,481,936",,,"1,473,205,949,570",,,,,,
