row_label_raw,row_label_full,Mr. Nguyen Thanh Binh,Chairman,numeric__Chairman
Mr. Pham Van Phong,Mr. Pham Van Phong,Mr. Pham Van Phong,Member,
Mr. Trieu Quoc Tuan,Mr. Trieu Quoc Tuan,Mr. Trieu Quoc Tuan,Member,
Mr. Tran Nhat Huy,Mr. Tran Nhat Huy,Mr. Tran Nhat Huy,Member (appointed on 30 May 2025),
Mr. Trinh Van Khiem,Mr. Trinh Van Khiem,Mr. Trinh Van Khiem,Member (appointed on 30 May 2025),
Mr. Do Dong Nguyen,Mr. Do Dong Nguyen,Mr. Do Dong Nguyen,Independent Member,
Mr. Nguyen Thanh Hao,Mr. Nguyen Thanh Hao,Mr. Nguyen Thanh Hao,Independent Member,
Mrs. Vo Thi Thanh Ngoc,Mrs. Vo Thi Thanh Ngoc,Mrs. Vo Thi Thanh Ngoc,Member (resigned on 30 May 2025),
Mr. Truong Hong Son,Mr. Truong Hong Son,Mr. Truong Hong Son,Member (resigned on 30 May 2025),
