row_label_raw,row_label_full,Ông Trịnh Văn Minh - Trường ban (từ 30 tháng 5 năm 2025),1.105.635.878,col_2,numeric__1.105.635.878,numeric__col_2
Ông Nguyễn Công Minh - Kiểm soát viên,Ông Nguyễn Công Minh - Kiểm soát viên,Ông Nguyễn Công Minh - Kiểm soát viên,1.974.912.841,1.518.719.754,1974912841.0,1518719754.0
Bà Nguyễn Thị Kim Yến - Kiểm soát viên,Bà Nguyễn Thị Kim Yến - Kiểm soát viên,Bà Nguyễn Thị Kim Yến - Kiểm soát viên,1.899.118.202,1.398.547.022,1899118202.0,1398547022.0
Bà Trần Thị Hoàng Anh - Trường ban (đến ngày 30 tháng 5 năm 2025),Bà Trần Thị Hoàng Anh - Trường ban (đến ngày 30 tháng 5 năm 2025),Bà Trần Thị Hoàng Anh - Trường ban (đến ngày 30 tháng 5 năm 2025),1.557.158.570,1.716.016.239,1557158570.0,1716016239.0
