row_label_raw,row_label_full,col_0,Số đầu năm > Giá trị,Số đầu năm > Số có khả năng trả nợ,Trong năm > Trả nợ vay,Số cuối năm > Giá trị,Số cuối năm > Số có khả năng trả nợ,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Số có khả năng trả nợ,numeric__Trong năm > Trả nợ vay,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Số có khả năng trả nợ
,,,VND,VND,VND,VND,VND,,,,,
Vay dài hạn,Vay dài hạn,Vay dài hạn,3.031.309.014.302,3.031.309.014.302,779.051.532.366,2.252.257.481.936,2.252.257.481.936,3031309014302.0,3031309014302.0,779051532366.0,2252257481936.0,2252257481936.0
"Ngân hàng TMCP Đầu tư và Phát triển Việt Nam (""BIDV"")","Ngân hàng TMCP Đầu tư và Phát triển Việt Nam (""BIDV"")","Ngân hàng TMCP Đầu tư và Phát triển Việt Nam (""BIDV"")",1.185.546.736.593,1.185.546.736.593,227.246.132.766,958.300.603.827,958.300.603.827,1185546736593.0,1185546736593.0,227246132766.0,958300603827.0,958300603827.0
"Ngân hàng TMCP Ngoại thương Việt Nam (""VietcomBank"")","Ngân hàng TMCP Ngoại thương Việt Nam (""VietcomBank"")","Ngân hàng TMCP Ngoại thương Việt Nam (""VietcomBank"")",1.131.054.116.805,1.131.054.116.805,375.600.000.000,755.454.116.805,755.454.116.805,1131054116805.0,1131054116805.0,375600000000.0,755454116805.0,755454116805.0
"Ngân hàng Thương mại Cổ phần Công thương Việt Nam (""VietinBank"")","Ngân hàng Thương mại Cổ phần Công thương Việt Nam (""VietinBank"")","Ngân hàng Thương mại Cổ phần Công thương Việt Nam (""VietinBank"")",445.232.898.738,445.232.898.738,127.209.399.600,318.023.499.138,318.023.499.138,445232898738.0,445232898738.0,127209399600.0,318023499138.0,318023499138.0
"Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam (""Agribank"")","Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam (""Agribank"")","Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam (""Agribank"")",269.475.262.166,269.475.262.166,48.996.000.000,220.479.262.166,220.479.262.166,269475262166.0,269475262166.0,48996000000.0,220479262166.0,220479262166.0
,,,3.031.309.014.302,3.031.309.014.302,779.051.532.366,2.252.257.481.936,2.252.257.481.936,3031309014302.0,3031309014302.0,779051532366.0,2252257481936.0,2252257481936.0
Trong đó:- Số phải trả trong vòng 12 tháng(Trình bày trên khoản mục Vay và nợ thuê tài chính ngân hạn)- Số phải trả sau 12 tháng,Trong đó:- Số phải trả trong vòng 12 tháng(Trình bày trên khoản mục Vay và nợ thuê tài chính ngân hạn)- Số phải trả sau 12 tháng,Trong đó:- Số phải trả trong vòng 12 tháng(Trình bày trên khoản mục Vay và nợ thuê tài chính ngân hạn)- Số phải trả sau 12 tháng,779.051.532.366,,,779.051.532.366,,779051532366.0,,,779051532366.0,
Trong đó:- Số phải trả trong vòng 12 tháng(Trình bày trên khoản mục Vay và nợ thuê tài chính ngân hạn)- Số phải trả sau 12 tháng,Trong đó:- Số phải trả trong vòng 12 tháng(Trình bày trên khoản mục Vay và nợ thuê tài chính ngân hạn)- Số phải trả sau 12 tháng,Trong đó:- Số phải trả trong vòng 12 tháng(Trình bày trên khoản mục Vay và nợ thuê tài chính ngân hạn)- Số phải trả sau 12 tháng,2.252.257.481.936,,,1.473.205.949.570,,2252257481936.0,,,1473205949570.0,
