row_label_raw,row_label_full,col_0,Closing balance,Opening balance,numeric__Closing balance,numeric__Opening balance
,,,VND,VND,,
Historical cost,Historical cost,Historical cost,"723,317,373,840","723,317,373,840",,
In which:,In which:,In which:,,,,
- Land use right,- Land use right,- Land use right,"223,730,000,000","223,730,000,000",,
- Assets attached to land,- Assets attached to land,- Assets attached to land,"499,587,373,840","499,587,373,840",,
Accumulated depreciation of assets attached to land,Accumulated depreciation of assets attached to land,Accumulated depreciation of assets attached to land,"(173,553,138,721)","(164,018,979,533)",,
Net book value,Net book value,Net book value,"549,764,235,119","559,298,394,307",,
