row_label_raw,row_label_full,col_0,Closing balance,Opening balance,numeric__Closing balance,numeric__Opening balance
,,,VND,VND,,
a. Other current receivables,a. Other current receivables,a. Other current receivables,a. Other current receivables,a. Other current receivables,,
Receivable relating to provisional gas sales revenue,Receivable relating to provisional gas sales revenue,Receivable relating to provisional gas sales revenue,"5,646,382,527,250","3,127,298,824,072",,
In which:,In which:,In which:,In which:,In which:,,
- Phu My Thermal Power Company - Branch of Power Generation Corporation 3 - Joint Stock Company,- Phu My Thermal Power Company - Branch of Power Generation Corporation 3 - Joint Stock Company,- Phu My Thermal Power Company - Branch of Power Generation Corporation 3 - Joint Stock Company,"1,294,408,125,102","944,096,469,517",,
- PetroVietnam Power Nhon Trach 2 Joint Stock Company,- PetroVietnam Power Nhon Trach 2 Joint Stock Company,- PetroVietnam Power Nhon Trach 2 Joint Stock Company,"1,273,767,009,203","1,105,155,592,348",,
- PetroVietnam Low Pressure Gas Distribution Joint Stock Company,- PetroVietnam Low Pressure Gas Distribution Joint Stock Company,- PetroVietnam Low Pressure Gas Distribution Joint Stock Company,"918,367,811,228",-,,
- The Branch of PetroVietnam Power Corporation - Joint Stock Company - Co Mau Power Company,- The Branch of PetroVietnam Power Corporation - Joint Stock Company - Co Mau Power Company,- The Branch of PetroVietnam Power Corporation - Joint Stock Company - Co Mau Power Company,"755,725,339,060",-,,
- PetroVietnam Co Mau Fertilizer Corporation - Joint Stock Company,- PetroVietnam Co Mau Fertilizer Corporation - Joint Stock Company,- PetroVietnam Co Mau Fertilizer Corporation - Joint Stock Company,"378,143,322,791","398,510,515",,
- The Branch of PetroVietnam Fertilizer and Chemicals Corporation - Phu My Fertilizer Plant,- The Branch of PetroVietnam Fertilizer and Chemicals Corporation - Phu My Fertilizer Plant,- The Branch of PetroVietnam Fertilizer and Chemicals Corporation - Phu My Fertilizer Plant,"370,491,743,542","517,570,446,789",,
- The Branch of PetroVietnam Power Corporation - PetroVietnam Nhon Trach Power Company,- The Branch of PetroVietnam Power Corporation - PetroVietnam Nhon Trach Power Company,- The Branch of PetroVietnam Power Corporation - PetroVietnam Nhon Trach Power Company,"370,073,515,841","117,654,708,782",,
- The Branch of PetroVietnam Power Corporation - Power Project Management Board,- The Branch of PetroVietnam Power Corporation - Power Project Management Board,- The Branch of PetroVietnam Power Corporation - Power Project Management Board,"166,590,104,479","574,207,072",,
- Vietnam Electricity,- Vietnam Electricity,- Vietnam Electricity,"118,815,556,004",-,,
- Mekong Energy Company Ltd,- Mekong Energy Company Ltd,- Mekong Energy Company Ltd,-,"441,848,889,049",,
Receivable relating to provisional gas transportation revenue,Receivable relating to provisional gas transportation revenue,Receivable relating to provisional gas transportation revenue,"322,500,876,729","407,964,032,967",,
In which:,In which:,In which:,In which:,In which:,,
- Vietnam National Industry - Energy Group,- Vietnam National Industry - Energy Group,- Vietnam National Industry - Energy Group,"169,525,832,044","176,924,764,595",,
- Bien Dong Petroleum Operating Company Block 05-2,- Bien Dong Petroleum Operating Company Block 05-2,- Bien Dong Petroleum Operating Company Block 05-2,"52,348,124,098","76,111,979,074",,
- Bien Dong Petroleum Operating Company Block 05-3,- Bien Dong Petroleum Operating Company Block 05-3,- Bien Dong Petroleum Operating Company Block 05-3,"89,304,384,432","27,070,332,530",,
- PetroVietnam Exploration Production Corporation Limited,- PetroVietnam Exploration Production Corporation Limited,- PetroVietnam Exploration Production Corporation Limited,-,"55,814,003,125",,
- Others,- Others,- Others,"11,322,536,155","72,042,953,643",,
Receivables from loan guarantees (i),Receivables from loan guarantees (i),Receivables from loan guarantees (i),"390,000,000,000","397,125,337,804",,
Term deposit interest receivables,Term deposit interest receivables,Term deposit interest receivables,"350,133,382,491","280,416,419,811",,
Short-term deposits and mortgages,Short-term deposits and mortgages,Short-term deposits and mortgages,"1,485,018,272","71,773,070,272",,
Others,Others,Others,"282,840,163,622","238,937,876,297",,
,,,"6,993,341,968,364","4,523,515,561,223",,
"In which, other current receivables from significant related parties (Details stated in Note 36)","In which, other current receivables from significant related parties (Details stated in Note 36)","In which, other current receivables from significant related parties (Details stated in Note 36)","5,004,666,310,307","2,638,777,777,170",,
b. Other non-current receivables,b. Other non-current receivables,b. Other non-current receivables,b. Other non-current receivables,b. Other non-current receivables,,
Contributed capital under BCC (ii),Contributed capital under BCC (ii),Contributed capital under BCC (ii),"1,022,101,585,245","445,948,514,436",,
Long-term deposits and mortgages,Long-term deposits and mortgages,Long-term deposits and mortgages,"5,821,516,000","5,723,516,000",,
,,,"1,027,923,101,245","451,672,030,436",,
"In which, other non-current receivables from significant related parties (Details stated in Note 36)","In which, other non-current receivables from significant related parties (Details stated in Note 36)","In which, other non-current receivables from significant related parties (Details stated in Note 36)","1,022,101,585,245","445,948,514,436",,
