row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A. TÀI SẢN NGẮN HẠN,A. TÀI SẢN NGẮN HẠN,A. TÀI SẢN NGẮN HẠN,100,,63.252.590.248.684,54.057.070.324.400,100.0,,63252590248684.0,54057070324400.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,5,4.994.571.701.559,3.555.225.811.429,110.0,5.0,4994571701559.0,3555225811429.0
I. Tiền,I. Tiền,I. Tiền,111,,394.571.701.559,855.225.811.429,111.0,,394571701559.0,855225811429.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,4.600.000.000.000,2.700.000.000.000,112.0,,4600000000000.0,2700000000000.0
II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,120,6,31.564.871.326.330,25.981.047.224.416,120.0,6.0,31564871326330.0,25981047224416.0
1. Đầu tư nằm giữ đến ngày đáo hạn,1. Đầu tư nằm giữ đến ngày đáo hạn,1. Đầu tư nằm giữ đến ngày đáo hạn,123,,31.564.871.326.330,25.981.047.224.416,123.0,,31564871326330.0,25981047224416.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,22.353.223.767.096,20.045.602.897.653,130.0,,22353223767096.0,20045602897653.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,7,17.917.188.342.640,18.242.910.645.317,131.0,7.0,17917188342640.0,18242910645317.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,8,43.023.056.012,340.128.211.226,132.0,8.0,43023056012.0,340128211226.0
3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,136,9,6.993.341.968.364,4.523.515.561.223,136.0,9.0,6993341968364.0,4523515561223.0
4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,137,10,(2.600.329.599.920),(3.060.951.520.113),137.0,10.0,-2600329599920.0,-3060951520113.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,11,3.666.069.027.467,4.132.781.697.983,140.0,11.0,3666069027467.0,4132781697983.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,3.823.402.919.364,4.245.795.847.533,141.0,,3823402919364.0,4245795847533.0
2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,149,,(157.333.891.897),(113.014.149.550),149.0,,-157333891897.0,-113014149550.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,673.854.426.232,342.412.692.919,150.0,,673854426232.0,342412692919.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,12,26.909.177.977,18.323.303.154,151.0,12.0,26909177977.0,18323303154.0
2. Thuế giá trị gia tăng được khấu trừ,2. Thuế giá trị gia tăng được khấu trừ,2. Thuế giá trị gia tăng được khấu trừ,152,,549.793.652.936,305.136.669.612,152.0,,549793652936.0,305136669612.0
3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,153,17,97.151.595.319,18.952.720.153,153.0,17.0,97151595319.0,18952720153.0
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,23.838.030.394.952,24.724.875.932.737,200.0,,23838030394952.0,24724875932737.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,1.094.029.177.964,522.167.263.371,210.0,,1094029177964.0,522167263371.0
1. Trả trước cho người bán dài hạn,1. Trả trước cho người bán dài hạn,1. Trả trước cho người bán dài hạn,212,,66.106.076.719,70.495.232.935,212.0,,66106076719.0,70495232935.0
2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,216,9,1.027.923.101.245,451.672.030.436,216.0,9.0,1027923101245.0,451672030436.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,14.383.145.342.155,16.644.708.646.046,220.0,,14383145342155.0,16644708646046.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,13,14.069.739.585.913,16.341.486.733.669,221.0,13.0,14069739585913.0,16341486733669.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,60.117.249.583.817,59.760.433.505.797,222.0,,60117249583817.0,59760433505797.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,223,,(46.047.509.997.904),(43.418.946.772.128),223.0,,-46047509997904.0,-43418946772128.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,14,313.405.756.242,303.221.912.377,227.0,14.0,313405756242.0,303221912377.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,582.079.697.309,558.471.089.979,228.0,,582079697309.0,558471089979.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,229,,(268.673.941.067),(255.249.177.602),229.0,,-268673941067.0,-255249177602.0
III. Tài sản dở dang dài hạn,III. Tài sản dở dang dài hạn,III. Tài sản dở dang dài hạn,240,,2.526.792.809.626,1.411.524.965.365,240.0,,2526792809626.0,1411524965365.0
1. Chỉ phí xây dựng cơ bản dở dang,1. Chỉ phí xây dựng cơ bản dở dang,1. Chỉ phí xây dựng cơ bản dở dang,242,15,2.526.792.809.626,1.411.524.965.365,242.0,15.0,2526792809626.0,1411524965365.0
IV. Đầu tư tài chính dài hạn,IV. Đầu tư tài chính dài hạn,IV. Đầu tư tài chính dài hạn,250,6,3.012.855.728.451,2.958.552.070.894,250.0,6.0,3012855728451.0,2958552070894.0
1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,251,,3.756.037.870.394,3.745.870.071.633,251.0,,3756037870394.0,3745870071633.0
"2. Đầu tư vào công ty liên doanh, liên kết","2. Đầu tư vào công ty liên doanh, liên kết","2. Đầu tư vào công ty liên doanh, liên kết",252,,284.460.000.000,284.460.000.000,252.0,,284460000000.0,284460000000.0
3. Dự phòng đầu tư tài chính dài hạn,3. Dự phòng đầu tư tài chính dài hạn,3. Dự phòng đầu tư tài chính dài hạn,254,,(1.027.642.141.943),(1.071.778.000.739),254.0,,-1027642141943.0,-1071778000739.0
V. Tài sản dài hạn khác,V. Tài sản dài hạn khác,V. Tài sản dài hạn khác,260,,2.821.207.336.756,3.187.922.987.061,260.0,,2821207336756.0,3187922987061.0
1. Chỉ phí trả trước dài hạn,1. Chỉ phí trả trước dài hạn,1. Chỉ phí trả trước dài hạn,261,12,2.821.207.336.756,3.187.922.987.061,261.0,12.0,2821207336756.0,3187922987061.0
TỔNG CỘNG TÀI SẢN (270=100+200),TỔNG CỘNG TÀI SẢN (270=100+200),TỔNG CỘNG TÀI SẢN (270=100+200),270,,87.090.620.643.636,78.781.946.257.137,270.0,,87090620643636.0,78781946257137.0
