row_label_raw,row_label_full,col_0,Closing balance,Opening balance,numeric__Closing balance,numeric__Opening balance
,,,VND,VND,,
"Payable relating to gas purchase, processing and transportation costs","Payable relating to gas purchase, processing and transportation costs","Payable relating to gas purchase, processing and transportation costs","3,616,736,762,654","2,550,653,533,136",,
In which:,In which:,In which:,In which:,In which:,,
- Cost of purchasing PM3 CAA and 46 Col Nuoc gas (*),- Cost of purchasing PM3 CAA and 46 Col Nuoc gas (*),- Cost of purchasing PM3 CAA and 46 Col Nuoc gas (*),"1,137,473,888,552","141,888,119,087",,
- Cost of purchasing Sao Vang Dai Nguyet gas,- Cost of purchasing Sao Vang Dai Nguyet gas,- Cost of purchasing Sao Vang Dai Nguyet gas,"985,131,374,165","934,990,781,227",,
- Cost of purchasing and transporting Nam Con Son gas,- Cost of purchasing and transporting Nam Con Son gas,- Cost of purchasing and transporting Nam Con Son gas,"741,752,776,604","752,994,284,579",,
- Cost of purchasing and processing Cou Long gas,- Cost of purchasing and processing Cou Long gas,- Cost of purchasing and processing Cou Long gas,"415,286,907,347","435,984,282,126",,
- Cost of purchasing and processing Thien Ung Dai Hung gas and condensate,- Cost of purchasing and processing Thien Ung Dai Hung gas and condensate,- Cost of purchasing and processing Thien Ung Dai Hung gas and condensate,"236,247,968,373","190,340,659,043",,
- Cost of purchasing Ham Rong Thai Binh gas,- Cost of purchasing Ham Rong Thai Binh gas,- Cost of purchasing Ham Rong Thai Binh gas,"100,843,847,613","94,455,407,074",,
Trademark fee,Trademark fee,Trademark fee,"137,947,027,072","126,688,868,798",,
Payables relating to operating costs of BCC Nam Con Son,Payables relating to operating costs of BCC Nam Con Son,Payables relating to operating costs of BCC Nam Con Son,"152,762,562,361","76,979,538,034",,
Loan interest payables,Loan interest payables,Loan interest payables,"18,571,953,877","23,390,263,643",,
Other accrued expenses,Other accrued expenses,Other accrued expenses,"272,108,319,143","168,996,167,088",,
,,,"4,198,126,625,107","2,946,708,370,699",,
"In which, short-term accrued expenses to significant related parties (Details stated in Note 36)","In which, short-term accrued expenses to significant related parties (Details stated in Note 36)","In which, short-term accrued expenses to significant related parties (Details stated in Note 36)","3,041,402,726,668","1,983,514,872,085",,
