row_label_raw,row_label_full,col_0,Buildings and structures,Machinery and equipment,"Motor vehicles, transmission equipment",Office equipment,Other tangible fixed assets,Total,numeric__Buildings and structures,numeric__Machinery and equipment,"numeric__Motor vehicles, transmission equipment",numeric__Office equipment,numeric__Other tangible fixed assets,numeric__Total
,,,VND,VND,VND,VND,VND,VND,,,,,,
COST,COST,COST,COST,COST,COST,COST,COST,COST,,,,,,
Opening balance,Opening balance,Opening balance,"11,381,108,107,020","1,530,196,582,473","283,289,836,816","455,512,585,949","46,110,326,393,539","59,760,433,505,797",,,,,,
Additions during the year,Additions during the year,Additions during the year,"13,307,049,939","53,696,628,906","4,262,707,400","33,858,625,017","6,305,555,038","111,430,566,300",,,,,,
Transfer from construction in progress,Transfer from construction in progress,Transfer from construction in progress,"18,706,981,102","2,177,143,499",-,"2,101,541,634","241,540,514,348","264,526,180,583",,,,,,
Reclassification,Reclassification,Reclassification,"(489,000,000)","748,462,297",-,"98,019,891","(357,482,188)",-,,,,,,
Disposals,Disposals,Disposals,"(2,323,395,867)","(6,462,047,029)","(700,512,540)","(9,033,833,216)","(1,998,602,623)","(20,518,391,275)",,,,,,
Other increase/(decrease),Other increase/(decrease),Other increase/(decrease),"1,406,912,412",-,-,"(29,190,000)",-,"1,377,722,412",,,,,,
Closing balance,Closing balance,Closing balance,"11,411,716,654,606","1,580,356,770,146","286,852,031,676","482,507,749,275","46,355,816,378,114","60,117,249,583,817",,,,,,
ACCUMULATED DEPRECIATION,ACCUMULATED DEPRECIATION,ACCUMULATED DEPRECIATION,ACCUMULATED DEPRECIATION,ACCUMULATED DEPRECIATION,ACCUMULATED DEPRECIATION,ACCUMULATED DEPRECIATION,ACCUMULATED DEPRECIATION,ACCUMULATED DEPRECIATION,,,,,,
Opening balance,Opening balance,Opening balance,"5,215,303,043,145","1,171,012,208,210","207,384,333,332","400,782,273,339","36,424,464,914,102","43,418,946,772,128",,,,,,
Charge for the year,Charge for the year,Charge for the year,"413,463,022,490","92,146,187,431","17,925,997,619","36,232,637,653","2,089,113,270,885","2,648,881,116,078",,,,,,
Disposals,Disposals,Disposals,"(2,323,395,867)","(6,462,047,029)","(700,512,540)","(9,028,855,435)","(1,998,602,623)","(20,513,413,494)",,,,,,
Reclassification,Reclassification,Reclassification,"(488,977,740)","828,450,258",-,"(21,782,394)","(317,690,124)",-,,,,,,
Other increase/(decrease),Other increase/(decrease),Other increase/(decrease),"23,542,018",-,-,"159,846,760","12,134,414","195,523,192",,,,,,
Closing balance,Closing balance,Closing balance,"5,625,977,234,046","1,257,524,798,870","224,609,818,411","428,124,119,923","38,511,274,026,654","46,047,509,997,904",,,,,,
NET BOOK VALUE,NET BOOK VALUE,NET BOOK VALUE,NET BOOK VALUE,NET BOOK VALUE,NET BOOK VALUE,NET BOOK VALUE,NET BOOK VALUE,NET BOOK VALUE,,,,,,
Opening balance,Opening balance,Opening balance,"6,165,805,063,875","359,184,374,263","75,905,503,484","54,730,312,610","9,685,861,479,437","16,341,486,733,669",,,,,,
Closing balance,Closing balance,Closing balance,"5,785,739,420,560","322,831,971,276","62,242,213,265","54,383,629,352","7,844,542,351,460","14,069,739,585,913",,,,,,
