row_label_raw,row_label_full,col_0,Số cuối năm > Tỷ lệ phần sở hữu,Số cuối năm > Giá gốc khoản đầu tư,Số cuối năm > Số lượng cổ phiếu,Số cuối năm > Giá niêm yết (i),Số cuối năm > Giá trị thị trường,Số đầu năm > Tỷ lệ phần sở hữu,Số đầu năm > Giá gốc khoản đầu tư,Số đầu năm > Giá trị thị trường,numeric__Số cuối năm > Tỷ lệ phần sở hữu,numeric__Số cuối năm > Giá gốc khoản đầu tư,numeric__Số cuối năm > Số lượng cổ phiếu,numeric__Số cuối năm > Giá niêm yết (i),numeric__Số cuối năm > Giá trị thị trường,numeric__Số đầu năm > Tỷ lệ phần sở hữu,numeric__Số đầu năm > Giá gốc khoản đầu tư,numeric__Số đầu năm > Giá trị thị trường
Công ty con,Công ty con,Công ty con,,VND,,VND,VND,,VND,VND,,,,,,,,
Công ty Cổ phần Phân phối Khí thấp áp Dầu khí Việt Nam,Công ty con > Công ty Cổ phần Phân phối Khí thấp áp Dầu khí Việt Nam,Công ty Cổ phần Phân phối Khí thấp áp Dầu khí Việt Nam,"50,50%",837.605.785.000,49.995.000,23.600,1.179.882.000.000,"50,50%",837.605.785.000,1.584.841.500.000,0.505,837605785000.0,49995000.0,23600.0,1179882000000.0,0.505,837605785000.0,1584841500000.0
Công ty Cổ phần CNG Việt Nam,Công ty con > Công ty Cổ phần CNG Việt Nam,Công ty Cổ phần CNG Việt Nam,"56,00%",481.819.822.512,19.656.000,24.450,480.589.200.000,"56,00%",481.819.822.512,609.336.000.000,0.56,481819822512.0,19656000.0,24450.0,480589200000.0,0.56,481819822512.0,609336000000.0
Công ty Cổ phần Kinh doanh LPG Việt Nam,Công ty con > Công ty Cổ phần Kinh doanh LPG Việt Nam,Công ty Cổ phần Kinh doanh LPG Việt Nam,"51,31%",206.166.408.900,20.522.499,6.200,127.239.493.800,"51,31%",206.166.408.900,144.196.213.700,0.5131,206166408900.0,20522499.0,6200.0,127239493800.0,0.5131,206166408900.0,144196213700.0
Công ty Cổ phần Boc ống Dầu khí Việt Nam,Công ty con > Công ty Cổ phần Boc ống Dầu khí Việt Nam,Công ty Cổ phần Boc ống Dầu khí Việt Nam,"52,94%",127.902.365.221,11.434.000,35.800,409.337.200.000,"52,94%",127.902.365.221,341.876.600.000,0.5294,127902365221.0,11434000.0,35800.0,409337200000.0,0.5294,127902365221.0,341876600000.0
Công ty liên kết,Công ty liên kết,Công ty liên kết,,,,,,,,,,,,,,,,
Công ty Cổ phần Kinh doanh Khí Miền Nam,Công ty liên kết > Công ty Cổ phần Kinh doanh Khí Miền Nam,Công ty Cổ phần Kinh doanh Khí Miền Nam,"35,26%",226.460.000.000,17.631.579,52.900,932.710.529.100,"35,26%",226.460.000.000,578.315.791.200,0.35259999999999997,226460000000.0,17631579.0,52900.0,932710529100.0,0.35259999999999997,226460000000.0,578315791200.0
,,,,1.879.954.381.633,,,3.129.758.422.900,,1.879.954.381.633,3.258.566.104.900,,1879954381633.0,,,3129758422900.0,,1879954381633.0,3258566104900.0
