row_label_raw,row_label_full,col_0,Mối quan hệ,Năm 2015,Năm 2014,numeric__Mối quan hệ,numeric__Năm 2015,numeric__Năm 2014
,,,Mối quan hệ,VND,VND,,,
Doanh thu bán hàng cung cấp dịch vụ,Doanh thu bán hàng cung cấp dịch vụ,Doanh thu bán hàng cung cấp dịch vụ,,150.693.011.553,2.396.941.462,,150693011553.0,2396941462.0
Công ty Cổ phần Vật tư và Xây dựng Hà Nội,Công ty Cổ phần Vật tư và Xây dựng Hà Nội,Công ty Cổ phần Vật tư và Xây dựng Hà Nội,Công ty liên kết,6.299.022.106,1.936.141.500,,6299022106.0,1936141500.0
Công ty Dây Đồng Việt Nam - CFT,Công ty Dây Đồng Việt Nam - CFT,Công ty Dây Đồng Việt Nam - CFT,Công ty liên doanh,471.927.233,460.799.962,,471927233.0,460799962.0
Công ty Cổ phần Sản xuất và Thương mại EMIC,Công ty Cổ phần Sản xuất và Thương mại EMIC,Công ty Cổ phần Sản xuất và Thương mại EMIC,Công ty liên kết,70.720.334.187,-,,70720334187.0,
Công ty CP Thiết bị điện,Công ty CP Thiết bị điện,Công ty CP Thiết bị điện,Công ty liên kết,73.201.728.027,-,,73201728027.0,
Mua hàng hóa,Mua hàng hóa,Mua hàng hóa,,610.805.849.443,732.395.018.843,,610805849443.0,732395018843.0
Công ty Cổ phần Chế tạo Máy điện Việt Nam - Hungari,Công ty Cổ phần Chế tạo Máy điện Việt Nam - Hungari,Công ty Cổ phần Chế tạo Máy điện Việt Nam - Hungari,Công ty liên kết,119.592.220,-,,119592220.0,
Công ty Dây Đồng Việt Nam - CFT,Công ty Dây Đồng Việt Nam - CFT,Công ty Dây Đồng Việt Nam - CFT,Công ty liên doanh,452.947.619.761,732.395.018.843,,452947619761.0,732395018843.0
Công ty Cổ phần Sản xuất và Thương mại EMIC,Công ty Cổ phần Sản xuất và Thương mại EMIC,Công ty Cổ phần Sản xuất và Thương mại EMIC,Công ty liên kết,130.185.666.462,-,,130185666462.0,
Công ty CP Thiết bị điện,Công ty CP Thiết bị điện,Công ty CP Thiết bị điện,Công ty liên kết,27.552.971.000,-,,27552971000.0,
Cho vay vốn,Cho vay vốn,Cho vay vốn,,10.000.000.000,-,,10000000000.0,
Công ty Cổ phần Sản xuất và Thương mại EMIC,Công ty Cổ phần Sản xuất và Thương mại EMIC,Công ty Cổ phần Sản xuất và Thương mại EMIC,Công ty liên kết,10.000.000.000,-,,10000000000.0,
Lãi cho vay vốn,Lãi cho vay vốn,Lãi cho vay vốn,,1.471.440.533,1.055.320.000,,1471440533.0,1055320000.0
Công ty Cổ phần Chế tạo Máy điện Việt Nam - Hungari,Công ty Cổ phần Chế tạo Máy điện Việt Nam - Hungari,Công ty Cổ phần Chế tạo Máy điện Việt Nam - Hungari,Công ty liên kết,743.107.200,774.070.000,,743107200.0,774070000.0
Công ty Cổ phần Vật tư và Xây dựng Hà Nội,Công ty Cổ phần Vật tư và Xây dựng Hà Nội,Công ty Cổ phần Vật tư và Xây dựng Hà Nội,Công ty liên kết,270.000.000,281.250.000,,270000000.0,281250000.0
Công ty Cổ phần Sản xuất và Thương mại EMIC,Công ty Cổ phần Sản xuất và Thương mại EMIC,Công ty Cổ phần Sản xuất và Thương mại EMIC,Công ty liên kết,458.333.333,-,,458333333.0,
"Cổ tức, lợi nhuận được chia","Cổ tức, lợi nhuận được chia","Cổ tức, lợi nhuận được chia",,69.996.408.311,71.438.120.106,,69996408311.0,71438120106.0
Công ty CP Chế tạo Máy điện Việt Nam - Hungary,Công ty CP Chế tạo Máy điện Việt Nam - Hungary,Công ty CP Chế tạo Máy điện Việt Nam - Hungary,Công ty liên kết,1.490.700.000,2.086.980.000,,1490700000.0,2086980000.0
Công ty Cổ phần Sản xuất và Thương mại EMIC,Công ty Cổ phần Sản xuất và Thương mại EMIC,Công ty Cổ phần Sản xuất và Thương mại EMIC,Công ty liên kết,765.000.000,-,,765000000.0,
Công ty CP Vật tư và Xây dựng Hà Nội,Công ty CP Vật tư và Xây dựng Hà Nội,Công ty CP Vật tư và Xây dựng Hà Nội,Công ty liên kết,-,450.000.000,,,450000000.0
Công ty TNHH S.A.S - CTAMAD,Công ty TNHH S.A.S - CTAMAD,Công ty TNHH S.A.S - CTAMAD,Công ty liên kết,51.800.000.000,58.800.000.000,,51800000000.0,58800000000.0
Công ty CP Dây đồng Việt Nam CFT,Công ty CP Dây đồng Việt Nam CFT,Công ty CP Dây đồng Việt Nam CFT,Công ty liên doanh,15.940.708.311,10.101.140.106,,15940708311.0,10101140106.0
