row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2015 > VND,Năm 2014 > VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2015 > VND,numeric__Năm 2014 > VND
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,24,8.630.723.684.053,9.317.276.336.021,,24.0,8630723684053.0,9317276336021.0
02,02,02,2. Các khoản giảm trừ doanh thu,25,248.016.241.157,582.253.464.449,,25.0,248016241157.0,582253464449.0
10,10,10,3. Doanh thu thuần bán hàng và cung cấp dịch vụ,,8.382.707.442.896,8.735.022.871.572,,,8382707442896.0,8735022871572.0
11,11,11,4. Giá vốn hàng bán,26,7.276.539.684.313,7.480.197.065.732,,26.0,7276539684313.0,7480197065732.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,1.106.167.758.583,1.254.825.805.840,,,1106167758583.0,1254825805840.0
21,21,21,6. Doanh thu hoạt động tài chính,27,130.147.064.204,62.602.582.164,,27.0,130147064204.0,62602582164.0
22,22,22,7. Chi phí tài chính,28,130.345.487.560,63.051.135.790,,28.0,130345487560.0,63051135790.0
23,23,23,Trong đó: Chi phí lãi vay,,54.828.381.840,66.136.795.496,,,54828381840.0,66136795496.0
24,24,24,"8. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",,5.198.438.999,44.203.620.719,,,5198438999.0,44203620719.0
25,25,25,9. Chi phí bán hàng,29,201.090.967.584,349.596.040.220,,29.0,201090967584.0,349596040220.0
26,26,26,10. Chi phí quản lý doanh nghiệp,30,338.748.091.893,344.502.283.936,,30.0,338748091893.0,344502283936.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,571.328.714.749,604.482.548.777,,,571328714749.0,604482548777.0
31,31,31,12. Thu nhập khác,31,6.462.728.666,13.964.037.229,,31.0,6462728666.0,13964037229.0
32,32,32,13. Chi phí khác,32,3.388.813.123,45.217.324.768,,32.0,3388813123.0,45217324768.0
40,40,40,14. Lợi nhuận khác,,3.073.915.543,(31.253.287.539),,,3073915543.0,-31253287539.0
50,50,50,15. Tổng lợi nhuận kế toán trước thuế,,574.402.630.292,573.229.261.238,,,574402630292.0,573229261238.0
51,51,51,16 Chi phí thuế thu nhập doanh nghiệp hiện hành,33,118.297.862.487,125.951.156.146,,33.0,118297862487.0,125951156146.0
52,52,52,17. Chi phí thuế thu nhập doanh nghiệp hoãn lại,,108.281.913,(947.112.464),,,108281913.0,-947112464.0
60,60,60,18. Lợi nhuận sau thuế thu nhập doanh nghiệp,,455.996.485.892,448.225.217.556,,,455996485892.0,448225217556.0
61,61,61,19. Lợi nhuận sau thuế của Công ty mẹ,,321.109.975.563,318.432.076.859,,,321109975563.0,318432076859.0
62,62,62,20. Lợi nhuận sau thuế của Cổ đông không kiểm soát,,134.886.510.329,129.793.140.697,,,134886510329.0,129793140697.0
70,70,70,21. Lãi cơ bản trên cổ phiếu,35,2.187,2.286,,35.0,2187.0,2286.0
