row_label_raw,row_label_full,31/12/2015 > Giá trịVND,31/12/2015 > Số có khả năng trả nợVND,01/01/2015 > Giá trịVND,01/01/2015 > Số có khả năng trả nợVND,numeric__31/12/2015 > Số có khả năng trả nợVND,numeric__01/01/2015 > Giá trịVND,numeric__01/01/2015 > Số có khả năng trả nợVND
-,-,-,-,21.784.112.895,21.784.112.895,,21784112895.0,21784112895.0
-,-,-,-,24.922.014.508,24.922.014.508,,24922014508.0,24922014508.0
35.028.075.466,35.028.075.466,35.028.075.466,35.028.075.466,-,-,35028075466.0,,
33.654.074.601,33.654.074.601,33.654.074.601,33.654.074.601,-,-,33654074601.0,,
56.157.913.449,56.157.913.449,56.157.913.449,56.157.913.449,9.414.957.749,9.414.957.749,56157913449.0,9414957749.0,9414957749.0
17.279.749.520,17.279.749.520,17.279.749.520,17.279.749.520,1.077.687.600,1.077.687.600,17279749520.0,1077687600.0,1077687600.0
51.654.495.103,51.654.495.103,51.654.495.103,51.654.495.103,30.729.257.457,30.729.257.457,51654495103.0,30729257457.0,30729257457.0
73.838.368.564,73.838.368.564,73.838.368.564,73.838.368.564,38.150.382,38.150.382,73838368564.0,38150382.0,38150382.0
25.052.616.758,25.052.616.758,25.052.616.758,25.052.616.758,-,-,25052616758.0,,
13.418.105.039,13.418.105.039,13.418.105.039,13.418.105.039,93.228.742.051,93.228.742.051,13418105039.0,93228742051.0,93228742051.0
94.473.185.907,94.473.185.907,94.473.185.907,94.473.185.907,123.193.260.639,123.193.260.639,94473185907.0,123193260639.0,123193260639.0
171.107.883.343,171.107.883.343,171.107.883.343,171.107.883.343,272.576.130.791,272.576.130.791,171107883343.0,272576130791.0,272576130791.0
571.664.467.750,571.664.467.750,571.664.467.750,571.664.467.750,576.964.314.072,576.964.314.072,571664467750.0,576964314072.0,576964314072.0
95.298.974.007,95.298.974.007,95.298.974.007,95.298.974.007,123.193.260.639,123.193.260.639,95298974007.0,123193260639.0,123193260639.0
