row_label_raw,row_label_full,col_0,Số phải thu đầu năm,Số phải nộp đầu năm,Số phải nộp trong năm,Số giảm trong năm (*),Số phải thu cuối năm,Số phải nộp cuối năm,numeric__Số phải thu đầu năm,numeric__Số phải nộp đầu năm,numeric__Số phải nộp trong năm,numeric__Số giảm trong năm (*),numeric__Số phải thu cuối năm,numeric__Số phải nộp cuối năm
,,,VND,VND,VND,VND,VND,VND,,,,,,
Thuế Giá trị gia tăng,Thuế Giá trị gia tăng,Thuế Giá trị gia tăng,43.310.410,10.149.476.457,142.383.269.172,149.691.892.911,9.632.950,2.807.175.258,43310410.0,10149476457.0,142383269172.0,149691892911.0,9632950.0,2807175258.0
"Thuế Xuất khẩu, Nhập khẩu","Thuế Xuất khẩu, Nhập khẩu","Thuế Xuất khẩu, Nhập khẩu",6.468.538,150.639.429,2.188.304.967,2.339.164.239,6.688.381,-,6468538.0,150639429.0,2188304967.0,2339164239.0,6688381.0,
Thuế Thu nhập doanh nghiệp,Thuế Thu nhập doanh nghiệp,Thuế Thu nhập doanh nghiệp,973.181.602,38.331.740.850,95.949.071.664,109.223.836.655,-,24.083.794.257,973181602.0,38331740850.0,95949071664.0,109223836655.0,,24083794257.0
Thuế Thu nhập cá nhân,Thuế Thu nhập cá nhân,Thuế Thu nhập cá nhân,-,3.500.748.626,11.285.723.603,12.516.855.352,-,2.269.616.877,,3500748626.0,11285723603.0,12516855352.0,,2269616877.0
"Thuế Nhà đất, Tiền thuê đất","Thuế Nhà đất, Tiền thuê đất","Thuế Nhà đất, Tiền thuê đất",-,113.625.218,14.715.273.223,14.824.738.201,-,4.160.240,,113625218.0,14715273223.0,14824738201.0,,4160240.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,-,42.454.978,532.296.889,574.751.867,-,-,,42454978.0,532296889.0,574751867.0,,
"Phí, lệ phí và các khoản phải nộp khác","Phí, lệ phí và các khoản phải nộp khác","Phí, lệ phí và các khoản phải nộp khác",-,-,29.649.611,29.649.611,-,-,,,29649611.0,29649611.0,,
,,,1.022.960.550,52.288.685.558,267.083.589.129,289.200.888.836,16.321.331,29.164.746.632,1022960550.0,52288685558.0,267083589129.0,289200888836.0,16321331.0,29164746632.0
