row_label_raw,row_label_full,col_0,Năm 2015,Năm 2014,numeric__Năm 2015,numeric__Năm 2014
,,,VND,VND,,
"Chi phí nguyên liệu, vật liệu","Chi phí nguyên liệu, vật liệu","Chi phí nguyên liệu, vật liệu",11.088.792.801,11.454.451.270,11088792801.0,11454451270.0
Chi phí nhân công,Chi phí nhân công,Chi phí nhân công,166.065.862.040,156.537.430.490,166065862040.0,156537430490.0
Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,11.799.799.878,15.855.256.215,11799799878.0,15855256215.0
"Thuế, phí, lệ phí","Thuế, phí, lệ phí","Thuế, phí, lệ phí",12.313.895.849,9.645.930.871,12313895849.0,9645930871.0
Chi phí dự phòng,Chi phí dự phòng,Chi phí dự phòng,16.148.019.389,25.730.481.566,16148019389.0,25730481566.0
- Trích quỹ Phát triển khoa học và công nghệ,- Trích quỹ Phát triển khoa học và công nghệ,- Trích quỹ Phát triển khoa học và công nghệ,-,16.620.685.542,,16620685542.0
- Trích quỹ dự phòng tiền lương,- Trích quỹ dự phòng tiền lương,- Trích quỹ dự phòng tiền lương,5.439.866.636,6.320.587.755,5439866636.0,6320587755.0
- Trích dự phòng nợ phải thu khó đòi,- Trích dự phòng nợ phải thu khó đòi,- Trích dự phòng nợ phải thu khó đòi,10.708.152.753,2.789.208.269,10708152753.0,2789208269.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,39.322.843.229,36.435.659.556,39322843229.0,36435659556.0
Chi phí khác bằng tiền,Chi phí khác bằng tiền,Chi phí khác bằng tiền,82.008.878.707,88.843.073.968,82008878707.0,88843073968.0
,,,338.748.091.893,344.502.283.936,338748091893.0,344502283936.0
