row_label_raw,row_label_full,Mã số,Tên khoản mục,Số tiền,Mã số_1,Tên khoản mục_1,Số tiền_1,Thay đổi,numeric__Tên khoản mục,numeric__Số tiền,numeric__Mã số_1,numeric__Tên khoản mục_1,numeric__Số tiền_1,numeric__Thay đổi
311,311,311,1. Vay và nợ ngắn hạn,806.250.113.649,320,1. Vay và nợ thuê tài chính ngắn hạn,806.250.113.649,-,,806250113649.0,320.0,,806250113649.0,
312,312,312,2. Phải trả người bán,576.964.314.072,311,2. Phải trả người bán ngắn hạn,576.964.314.072,-,,576964314072.0,311.0,,576964314072.0,
313,313,313,3. Người mua trả tiền trước,118.621.678.224,312,3. Người mua trả tiền trước ngắn hạn,118.621.678.224,-,,118621678224.0,312.0,,118621678224.0,
314,314,314,4. Thuế và các khoản phải nộp Nhà nước,52.288.685.558,313,4. Thuế và các khoản phải nộp Nhà nước,52.288.685.558,-,,52288685558.0,313.0,,52288685558.0,
315,315,315,5. Phải trả người lao động,143.747.897.589,314,5. Phải trả người lao động,143.747.897.589,-,,143747897589.0,314.0,,143747897589.0,
316,316,316,6. Chi phí phải trả,86.709.024.960,315,6. Chi phí phải trả ngắn hạn,86.709.024.960,-,,86709024960.0,315.0,,86709024960.0,
,,,,,318,9. Doanh thu chưa thực hiện ngắn hạn,58.434.941.980,58.434.941.980,,,318.0,,58434941980.0,58434941980.0
338,338,338,8. Doanh thu chưa thực hiện,68.380.492.173,336,12. Doanh thu chưa thực hiện dài hạn,9.945.550.193,(58.434.941.980),,68380492173.0,336.0,,9945550193.0,-58434941980.0
319,319,319,"9. Các khoản phải trả, phải nộp khác",331.333.663.527,319,10. Phải trả ngắn hạn khác,331.333.663.527,-,,331333663527.0,319.0,,331333663527.0,
320,320,320,10. Dự phòng phải trả ngắn hạn,77.455.883.215,321,11. Dự phòng phải trả ngắn hạn,77.455.883.215,-,,77455883215.0,321.0,,77455883215.0,
323,323,323,"11. Quỹ khen thưởng, phúc lợi",42.447.052.888,322,"12. Quỹ khen thưởng, phúc lợi",42.447.052.888,-,,42447052888.0,322.0,,42447052888.0,
333,333,333,3. Phải trả dài hạn khác,7.597.579.662,337,6. Phải trả dài hạn khác,7.597.579.662,-,,7597579662.0,337.0,,7597579662.0,
334,334,334,4. Vay và nợ dài hạn,28.380.689.000,338,7. Vay và nợ thuê tài chính dài hạn,28.380.689.000,-,,28380689000.0,338.0,,28380689000.0,
335,335,335,5. Thuế thu nhập hoãn lại phải trả,528.689.079,341,10. Thuế thu nhập hoãn lại phải trả,528.689.079,-,,528689079.0,341.0,,528689079.0,
336,336,336,6. Dự phòng trợ cấp mất việc làm,9.341.513.562,,,,(9.341.513.562),,9341513562.0,,,,-9341513562.0
337,337,337,7. Dự phòng phải trả dài hạn,34.139.544.070,342,11. Dự phòng phải trả dài hạn,43.481.057.632,9.341.513.562,,34139544070.0,342.0,,43481057632.0,9341513562.0
339,339,339,9. Quỹ phát triển khoa học công nghệ,23.512.685.542,343,13. Quỹ phát triển khoa học và công nghệ,23.512.685.542,-,,23512685542.0,343.0,,23512685542.0,
