row_label_raw,row_label_full,col_0,col_1,31/12/2015,01/01/2015,numeric__col_1,numeric__31/12/2015,numeric__01/01/2015
,,,,VND,VND,,,
a),a),a),Tài sản nhận giữ hộ,-,11.336.052.670,,,11336052670.0
a),a),a),"- Vật tư hàng hóa nhận giữ hộ, gia công, nhận ủy thác",-,11.336.052.670,,,11336052670.0
b),b),b),Nợ khó đòi đã xử lý,9.524.621.748,9.524.621.748,,9524621748.0,9524621748.0
c),c),c),Ngoại tệ các loại,,,,,
,,,,31/12/2015,01/01/2015,,,
,,,- Đồng đô la Mỹ (USD),"1.410.425,78","3.117.490,89",,1410425.78,3117490.89
,,,- Đồng Bàng Anh (GBP),"196,59","196,59",,196.59,196.59
,,,- Đồng Krone Đan Mạch (DKK),"1.923,75","1.923,75",,1923.75,1923.75
,,,- Đồng Euro (EUR),"585,48","3.385,48",,585.48,3385.48
,,,- Đồng đô la Úc (AUD),-,"250,00",,,250.0
,,,- Đồng Yên Nhật (JPY),-,"33.000,00",,,33000.0
,,,- Đồng Reil Cambodia (Reil),"62.028.859,00","166.413.523,19",,62028859.0,166413523.19
