row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/12/2015 > VND,01/01/2015 > VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/12/2015 > VND,numeric__01/01/2015 > VND
400,400,400,B. VỐN CHỦ SỞ HỮU,,2.993.289.232.731,2.738.716.311.783,,,2993289232731.0,2738716311783.0
410,410,410,I. Vốn chủ sở hữu,21,2.981.559.990.574,2.727.712.916.008,,21.0,2981559990574.0,2727712916008.0
411,411,411,1. Vốn đầu tư của chủ sở hữu,,1.550.000.000.000,1.400.000.000.000,,,1550000000000.0,1400000000000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,1.550.000.000.000,1.400.000.000.000,,,1550000000000.0,1400000000000.0
412,412,412,2. Thặng dư vốn cổ phần,,66.378.000.000,-,,,66378000000.0,
414,414,414,3. Vốn khác của chủ sở hữu,,47.050.714.170,47.513.826.624,,,47050714170.0,47513826624.0
415,415,415,4. Cổ phiếu quỹ,,(5.025.000.000),(7.125.000.000),,,-5025000000.0,-7125000000.0
417,417,417,5. Chênh lệch tỷ giá hối đoái,,84.376.333,960.044.030,,,84376333.0,960044030.0
418,418,418,6. Quỹ đầu tư phát triển,,123.438.566.724,107.862.750.909,,,123438566724.0,107862750909.0
420,420,420,7. Quỹ khác thuộc vốn chủ sở hữu,,-,198.392.508,,,,198392508.0
421,421,421,8. Lợi nhuận sau thuế chưa phân phối,,744.300.401.229,629.439.175.337,,,744300401229.0,629439175337.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối đến cuối kỳ trước,,423.190.425.666,311.007.098.478,,,423190425666.0,311007098478.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối kỳ này,,321.109.975.563,318.432.076.859,,,321109975563.0,318432076859.0
429,429,429,10. Lợi ích cổ đông không kiểm soát,,455.332.932.118,548.863.726.600,,,455332932118.0,548863726600.0
430,430,430,II. Nguồn kinh phí và quỹ khác,,11.729.242.157,11.003.395.775,,,11729242157.0,11003395775.0
431,431,431,1. Nguồn kinh phí,,4.011.662.947,1.857.403.945,,,4011662947.0,1857403945.0
432,432,432,2. Nguồn kinh phí đã hình thành TSCĐ,,7.717.579.210,9.145.991.830,,,7717579210.0,9145991830.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,4.917.504.291.231,5.146.415.818.553,,,4917504291231.0,5146415818553.0
