row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/12/2015 > VND,01/01/2015 > VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/12/2015 > VND,numeric__01/01/2015 > VND
300,300,300,A. NỘ PHẢI TRẢ,,1.924.215.058.500,2.407.699.506.770,,,1924215058500.0,2407699506770.0
310,310,310,I. Nợ ngắn hạn,,1.800.610.784.387,2.294.253.255.662,,,1800610784387.0,2294253255662.0
311,311,311,1. Phải trả người bán ngắn hạn,14,571.664.467.750,576.964.314.072,,14.0,571664467750.0,576964314072.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,,95.368.632.658,118.621.678.224,,,95368632658.0,118621678224.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,15,29.164.746.632,52.288.685.558,,15.0,29164746632.0,52288685558.0
314,314,314,4. Phải trả người lao động,,110.252.303.880,143.747.897.589,,,110252303880.0,143747897589.0
315,315,315,5. Chi phí phải trả ngắn hạn,16,34.017.384.934,86.709.024.960,,16.0,34017384934.0,86709024960.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,17,18.530.302.185,58.434.941.980,,17.0,18530302185.0,58434941980.0
319,319,319,7. Phải trả ngắn hạn khác,18,365.956.116.354,331.333.663.527,,18.0,365956116354.0,331333663527.0
320,320,320,8. Vay và nợ thuê tài chính ngắn hạn,19,504.114.164.978,806.250.113.649,,19.0,504114164978.0,806250113649.0
321,321,321,9. Dự phòng phải trả ngắn hạn,20,43.641.992.233,77.455.883.215,,20.0,43641992233.0,77455883215.0
322,322,322,"10. Quỹ khen thưởng, phúc lợi",,27.900.672.783,42.447.052.888,,,27900672783.0,42447052888.0
330,330,330,II. Nợ dài hạn,,123.604.274.113,113.446.251.108,,,123604274113.0,113446251108.0
336,336,336,1. Doanh thu chưa thực hiện dài hạn,17,36.865.162.057,9.945.550.193,,17.0,36865162057.0,9945550193.0
337,337,337,2. Phải trả dài hạn khác,18,8.900.875.882,7.597.579.662,,18.0,8900875882.0,7597579662.0
338,338,338,3. Vay và nợ thuê tài chính dài hạn,19,17.213.189.000,28.380.689.000,,19.0,17213189000.0,28380689000.0
341,341,341,4. Thuế thu nhập hoãn lại phải trả,34.b,234.802.801,528.689.079,,,234802801.0,528689079.0
342,342,342,5. Dự phòng phải trả dài hạn,20,49.382.894.377,43.481.057.632,,20.0,49382894377.0,43481057632.0
343,343,343,6. Quỹ phát triển khoa học và công nghệ,,11.007.349.996,23.512.685.542,,,11007349996.0,23512685542.0
