row_label_raw,row_label_full,col_0,col_1,30/06/2015,30/06/2015_1,01/01/2015,01/01/2015_1,numeric__col_1,numeric__30/06/2015,numeric__30/06/2015_1,numeric__01/01/2015,numeric__01/01/2015_1
,,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,,
,,,,VND,VND,VND,VND,,,,,
a),a),a),Ngắn hạn,12.644.761.572,-,85.899.512.244,-,,12644761572.0,,85899512244.0,
a),a),a),"Phải thu về lãi tiền gửi, tiền cho vay",2.491.439.432,-,4.223.515.094,-,,2491439432.0,,4223515094.0,
a),a),a),Phải thu về bảo hiểm xã hội,105.732.846,-,267.004.449,-,,105732846.0,,267004449.0,
a),a),a),Phải thu về bảo hiểm y tế,17.357.999,-,18.419.563,-,,17357999.0,,18419563.0,
a),a),a),Phải thu về bảo hiểm thất nghiệp,11.413.620,-,12.074.700,-,,11413620.0,,12074700.0,
a),a),a),Tạm ứng,4.890.590.185,-,16.321.780.495,-,,4890590185.0,,16321780495.0,
a),a),a),"Ký cược, ký quỹ",3.632.172.469,-,51.811.608.278,-,,3632172469.0,,51811608278.0,
a),a),a),Phải thu về thuế thu nhập cá nhân,9.151.710,-,8.953.733.946,-,,9151710.0,,8953733946.0,
a),a),a),Phải thu Kinh phí xây dựng hạ tầng,10.000.000,-,1.000.000.000,-,,10000000.0,,1000000000.0,
a),a),a),"Tạm ứng tiền thường HĐQT, ban điều hành",1.100.000.000,-,-,-,,1100000000.0,,,
a),a),a),Phải thu khác,376.903.311,-,3.291.375.719,-,,376903311.0,,3291375719.0,
b),b),b),Dài hạn,395.000.000,-,8.066.048.000,-,,395000000.0,,8066048000.0,
b),b),b),"Ký cược, ký quỹ",395.000.000,-,8.066.048.000,-,,395000000.0,,8066048000.0,
,,,,13.039.761.572,-,93.965.560.244,-,,13039761572.0,,93965560244.0,
