row_label_raw,row_label_full,col_0,col_1,31/12/2015,01/01/2015,numeric__col_1,numeric__31/12/2015,numeric__01/01/2015
,,,,VND,VND,,,
a),a),a),Ngắn hạn,2.406.586.738,2.380.796.252,,2406586738.0,2380796252.0
a),a),a),Công cụ dụng cụ xuất dùng,1.237.762.135,2.380.796.252,,1237762135.0,2380796252.0
a),a),a),"Chi phí thuê kho, văn phòng, thuê đất",65.000.925,-,,65000925.0,
a),a),a),Chi phí trả trước ngắn hạn khác,1.103.823.678,-,,1103823678.0,
b),b),b),Dài hạn,143.919.494.156,123.442.256.767,,143919494156.0,123442256767.0
b),b),b),Chi phí công cụ dụng cụ chờ phân bổ,11.812.029.259,11.671.271.641,,11812029259.0,11671271641.0
b),b),b),Chi phí sửa chữa lớn TSCĐ chờ phân bổ,6.104.468.867,5.445.295.097,,6104468867.0,5445295097.0
b),b),b),Chi phí xây dựng hạ tầng và san nền,13.276.448.872,12.001.250.757,,13276448872.0,12001250757.0
b),b),b),Chi phí thuê đất trả trước,111.421.492.433,92.818.552.769,,111421492433.0,92818552769.0
b),b),b),Chi phí trả trước dài hạn khác,1.305.054.725,1.505.886.503,,1305054725.0,1505886503.0
,,,,146.326.080.894,125.823.053.019,,146326080894.0,125823053019.0
