row_label_raw,row_label_full,col_0,col_1,31/12/2015,01/01/2015,numeric__col_1,numeric__31/12/2015,numeric__01/01/2015
,,,,VND,VND,,,
a),a),a),Ngắn hạn,365.956.116.354,331.333.663.527,,365956116354.0,331333663527.0
-,-,-,Tài sản thừa chờ giải quyết,711.508.637,1.087.852.802,,711508637.0,1087852802.0
-,-,-,Kinh phí công đoàn,1.827.363.518,2.928.982.471,,1827363518.0,2928982471.0
-,-,-,Bảo hiểm xã hội,643.113.182,343.516.974,,643113182.0,343516974.0
-,-,-,Bảo hiểm y tế,72.090.053,121.826.929,,72090053.0,121826929.0
-,-,-,Bảo hiểm thất nghiệp,57.320.033,217.235.866,,57320033.0,217235866.0
-,-,-,"Nhận ký quỹ, ký cược ngắn hạn",301.399.158.645,252.550.342.331,,301399158645.0,252550342331.0
-,-,-,"Cổ tức, lợi nhuận phải trả",130.320.000,808.210.000,,130320000.0,808210000.0
-,-,-,Phải trả cổ tức cho cổ đông thiểu số tại Công ty con,8.847.566.054,2.288.720.969,,8847566054.0,2288720969.0
-,-,-,Phải trả lãi vay,325.463.455,108.612.623,,325463455.0,108612623.0
-,-,-,Nhận đặt cọc thực hiện dự án 10 Trần Nguyên Hãn - Hà Nội,20.000.000.000,20.000.000.000,,20000000000.0,20000000000.0
-,-,-,Phải trả Tổng Công ty Đầu tư và kinh doanh vốn Nhà nước,-,36.964.348.246,,,36964348246.0
-,-,-,Cổ đông Công ty Cổ phần Sản xuất và Thương mại EMIC góp thêm vốn điều lệ,-,10.000.000.000,,,10000000000.0
-,-,-,Cổ đông Công ty Cổ phần Khí cụ điện 1 góp thêm vốn điều lệ,7.796.340.000,-,,7796340000.0,
-,-,-,Công ty Cổ phần Sản xuất và Thương mại Emic,16.699.815.109,-,,16699815109.0,
-,-,-,"Phải trả Quỹ khen thưởng, phúc lợi CTCP Dây cấp điện Việt Nam",5.307.769.345,-,,5307769345.0,
-,-,-,"Các khoản phải trả, phải nộp khác",2.138.288.323,3.914.014.316,,2138288323.0,3914014316.0
b),b),b),Dài hạn,8.900.875.882,7.597.579.662,,8900875882.0,7597579662.0
-,-,-,"Nhận ký quỹ, ký cược dài hạn",8.900.875.882,7.597.579.662,,8900875882.0,7597579662.0
,,,,374.856.992.236,338.931.243.189,,374856992236.0,338931243189.0
