row_label_raw,row_label_full,Tập đoàn Đệt May Việt Nam - Công ty mẹNhà máy Sợi Nam ĐịnhNhà máy Sản xuất Vải Yarn DyedNhà máy May Tuyên QuangDự án Khu liên hợp Sợi - Đệt - Nhuộm - May Quảng NamNhà máy sợi 2,31/12/2018VND > 17.326.009.802----116.759.471.318---,1/1/2018VND > 17.326.009.8026.714.821.76410.205.514.82366.631.675.1907.492.867.447,numeric__31/12/2018VND > 17.326.009.802----116.759.471.318---,numeric__1/1/2018VND > 17.326.009.8026.714.821.76410.205.514.82366.631.675.1907.492.867.447
Công ty TNHH Một thành viên Đệt 8-3Nhà máy Sợi 2,Công ty TNHH Một thành viên Đệt 8-3Nhà máy Sợi 2,Công ty TNHH Một thành viên Đệt 8-3Nhà máy Sợi 2,214.563.787.967,25.081.766.428,214563787967.0,25081766428.0
Công ty TNHH Một thành viên Đệt kim Đông XuânDự án Nhà máy MayVăn phòng Ngô Thì NhậmNhà máy Sợi Hưng YênDự án Nhà máy Sản xuất vải Vinafa,Công ty TNHH Một thành viên Đệt kim Đông XuânDự án Nhà máy MayVăn phòng Ngô Thì NhậmNhà máy Sợi Hưng YênDự án Nhà máy Sản xuất vải Vinafa,Công ty TNHH Một thành viên Đệt kim Đông XuânDự án Nhà máy MayVăn phòng Ngô Thì NhậmNhà máy Sợi Hưng YênDự án Nhà máy Sản xuất vải Vinafa,3.099.914.45436.669.233.0145.973.859.19030.768.928.375,7.352.934.72033.091.419.0295.965.179.67436.539.190.329,3.099914454366692e+41,7.352934720330914e+41
Công ty Cổ phần Sản xuất Kinh doanhNguyên liệu Đệt May Việt NamTrang trại trồng bông công nghệ cao Đắk Lắk,Công ty Cổ phần Sản xuất Kinh doanhNguyên liệu Đệt May Việt NamTrang trại trồng bông công nghệ cao Đắk Lắk,Công ty Cổ phần Sản xuất Kinh doanhNguyên liệu Đệt May Việt NamTrang trại trồng bông công nghệ cao Đắk Lắk,12.493.091.904,12.493.091.904,12493091904.0,12493091904.0
Tổng Công ty Cổ phần Đệt May Hòa ThọĐầu tư thiết bị Nhà máy Sợi 1,Tổng Công ty Cổ phần Đệt May Hòa ThọĐầu tư thiết bị Nhà máy Sợi 1,Tổng Công ty Cổ phần Đệt May Hòa ThọĐầu tư thiết bị Nhà máy Sợi 1,-,22.487.064.840,,22487064840.0
Công ty Cổ phần Đệt May HuếCông trình Nhà máy May 4Nhà máy Đệt Nhuộm,Công ty Cổ phần Đệt May HuếCông trình Nhà máy May 4Nhà máy Đệt Nhuộm,Công ty Cổ phần Đệt May HuếCông trình Nhà máy May 4Nhà máy Đệt Nhuộm,-10.500.489.959,25.586.075.448-,-10500489959.0,
Tổng Công ty Cổ phần Đệt May Hà NộiNhà máy Kéo sợi tại KCN Đồng Văn,Tổng Công ty Cổ phần Đệt May Hà NộiNhà máy Kéo sợi tại KCN Đồng Văn,Tổng Công ty Cổ phần Đệt May Hà NộiNhà máy Kéo sợi tại KCN Đồng Văn,-,13.541.906.107,,13541906107.0
Công ty TNHH Một thành viên Hà Nam -HanosimexCông trình xây dựng Công ty TNHH Một thành viên Hà Nam Hanosimex,Công ty TNHH Một thành viên Hà Nam -HanosimexCông trình xây dựng Công ty TNHH Một thành viên Hà Nam Hanosimex,Công ty TNHH Một thành viên Hà Nam -HanosimexCông trình xây dựng Công ty TNHH Một thành viên Hà Nam Hanosimex,17.290.017.451,27.096.301.744,17290017451.0,27096301744.0
Tổng Công ty Cổ phần Đệt May Nam ĐịnhNhà máy Nhuộm và Nhà máy Đông LụcDự án Khu Công nghiệp Hoà XáXây dựng Nhà máy Sợi 3 - 12 vận cọcCác công trình khác,Tổng Công ty Cổ phần Đệt May Nam ĐịnhNhà máy Nhuộm và Nhà máy Đông LụcDự án Khu Công nghiệp Hoà XáXây dựng Nhà máy Sợi 3 - 12 vận cọcCác công trình khác,Tổng Công ty Cổ phần Đệt May Nam ĐịnhNhà máy Nhuộm và Nhà máy Đông LụcDự án Khu Công nghiệp Hoà XáXây dựng Nhà máy Sợi 3 - 12 vận cọcCác công trình khác,577.844.08613.262.879.2158.668.283.501,337.053.94113.297.821.982311.604.799.0592.292.907.146,5.778440861326288e+29,3.3705394113297822e+41
"Công ty Cổ phần Đệt Đông NamDự án khu nhà ở, trung tâm thương mại và siêu thị","Công ty Cổ phần Đệt Đông NamDự án khu nhà ở, trung tâm thương mại và siêu thị","Công ty Cổ phần Đệt Đông NamDự án khu nhà ở, trung tâm thương mại và siêu thị",63.028.648.030,54.972.495.289,63028648030.0,54972495289.0
Công ty Cổ phần Bông Việt NamDự án công nghệ sinh học,Công ty Cổ phần Bông Việt NamDự án công nghệ sinh học,Công ty Cổ phần Bông Việt NamDự án công nghệ sinh học,2.238.168.619,2.238.168.619,2238168619.0,2238168619.0
