row_label_raw,row_label_full,col_0,31/12/2018,31/12/2018_1,numeric__31/12/2018,numeric__31/12/2018_1
,,,Giá gốc VND,Dự phòng VND,,
Hàng mua đang đi trên đường,Hàng mua đang đi trên đường,Hàng mua đang đi trên đường,241.188.774.983,-,241188774983.0,
Nguyên vật liệu,Nguyên vật liệu,Nguyên vật liệu,1.716.295.046.898,(25.800.856.949),1716295046898.0,-25800856949.0
Công cụ và dụng cụ,Công cụ và dụng cụ,Công cụ và dụng cụ,13.333.729.930,(38.649.660),13333729930.0,-38649660.0
Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,1.443.684.496.374,(6.432.009.319),1443684496374.0,-6432009319.0
Thành phẩm,Thành phẩm,Thành phẩm,1.307.155.004.277,(85.233.153.971),1307155004277.0,-85233153971.0
Hàng hóa,Hàng hóa,Hàng hóa,54.894.043.096,(1.958.173.477),54894043096.0,-1958173477.0
Hàng gửi đi bán,Hàng gửi đi bán,Hàng gửi đi bán,186.611.094.356,-,186611094356.0,
,,,4.963.162.189.914,(119.462.843.376),4963162189914.0,-119462843376.0
,,,1/1/2018,1/1/2018,,
,,,Giá gốc VND,Dự phòng VND,,
Hàng mua đang đi trên đường,Hàng mua đang đi trên đường,Hàng mua đang đi trên đường,127.903.966.072,(420.248.993),127903966072.0,-420248993.0
Nguyên vật liệu,Nguyên vật liệu,Nguyên vật liệu,1.215.794.223.309,(13.173.645.546),1215794223309.0,-13173645546.0
Công cụ và dụng cụ,Công cụ và dụng cụ,Công cụ và dụng cụ,12.041.859.534,-,12041859534.0,
Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,1.313.480.764.813,-,1313480764813.0,
Thành phẩm,Thành phẩm,Thành phẩm,907.116.605.338,(76.690.032.363),907116605338.0,-76690032363.0
Hàng hóa,Hàng hóa,Hàng hóa,44.712.721.460,(2.216.957.587),44712721460.0,-2216957587.0
Hàng gửi đi bán,Hàng gửi đi bán,Hàng gửi đi bán,108.845.501.039,-,108845501039.0,
,,,3.729.895.641.565,(92.500.884.489),3729895641565.0,-92500884489.0
