row_label_raw,row_label_full,11,Công ty CP Bông Tây Nguyên,"29,80%","29,80%_1","54,18%","54,18%_1",5.418.000.000,5.418.000.000_1,-,-_1,numeric__Công ty CP Bông Tây Nguyên,"numeric__29,80%","numeric__29,80%_1","numeric__54,18%","numeric__54,18%_1",numeric__5.418.000.000,numeric__5.418.000.000_1,numeric__-,numeric__-_1
12,12,12,Công ty CP Bông & Kinh doanh Tổng hợp Miền Trung,"42,91%","42,91%","49,81%","49,81%",4.550.000.000,4.550.000.000,3.250.000.000,3.250.000.000,,0.4291,0.4291,0.49810000000000004,0.49810000000000004,4550000000.0,4550000000.0,3250000000.0,3250000000.0
13,13,13,Công ty CP Giống cây trồng Nha Hồ,"29,70%","29,70%","54,00%","54,00%",10.800.780.000,10.800.780.000,-,-,,0.297,0.297,0.54,0.54,10800780000.0,10800780000.0,,
Công ty con của Công ty CP Đầu tư Phát triển Vinatex,Công ty con của Công ty CP Đầu tư Phát triển Vinatex,Công ty con của Công ty CP Đầu tư Phát triển Vinatex,Công ty con của Công ty CP Đầu tư Phát triển Vinatex,Công ty con của Công ty CP Đầu tư Phát triển Vinatex,Công ty con của Công ty CP Đầu tư Phát triển Vinatex,Công ty con của Công ty CP Đầu tư Phát triển Vinatex,Công ty con của Công ty CP Đầu tư Phát triển Vinatex,Công ty con của Công ty CP Đầu tư Phát triển Vinatex,Công ty con của Công ty CP Đầu tư Phát triển Vinatex,Công ty con của Công ty CP Đầu tư Phát triển Vinatex,Công ty con của Công ty CP Đầu tư Phát triển Vinatex,,,,,,,,,
14,Công ty con của Công ty CP Đầu tư Phát triển Vinatex > 14,14,Công ty CP May Nam An,"32,81%","32,81%","64,33%","64,33%",15.440.000.000,15.440.000.000,-,-,,0.3281,0.3281,0.6433,0.6433,15440000000.0,15440000000.0,,
15,Công ty con của Công ty CP Đầu tư Phát triển Vinatex > 15,15,Công ty TNHH May Vinatex Tư Nghĩa,"38,25%","38,25%","75,00%","75,00%",22.500.000.000,22.500.000.000,-,-,,0.3825,0.3825,0.75,0.75,22500000000.0,22500000000.0,,
,,,Công ty TNHH May Vinatex Hương Trà (i),-,"51,00%",25%,100%,7.500.000.000,30.000.000.000,-,-,,,0.51,0.25,1.0,7500000000.0,30000000000.0,,
16,Công ty con của Công ty CP Đầu tư Phát triển Vinatex > 16,16,Công ty TNHH May Vinatex Bồng Sơn,"51,00%","51,00%",100%,100%,30.000.000.000,30.000.000.000,-,-,,0.51,0.51,1.0,1.0,30000000000.0,30000000000.0,,
Công ty con của Tổng Công ty CP Phong Phú,Công ty con của Tổng Công ty CP Phong Phú,Công ty con của Tổng Công ty CP Phong Phú,Công ty con của Tổng Công ty CP Phong Phú,Công ty con của Tổng Công ty CP Phong Phú,Công ty con của Tổng Công ty CP Phong Phú,Công ty con của Tổng Công ty CP Phong Phú,Công ty con của Tổng Công ty CP Phong Phú,Công ty con của Tổng Công ty CP Phong Phú,Công ty con của Tổng Công ty CP Phong Phú,Công ty con của Tổng Công ty CP Phong Phú,Công ty con của Tổng Công ty CP Phong Phú,,,,,,,,,
17,Công ty con của Tổng Công ty CP Phong Phú > 17,17,Công ty CP Đệt Đông Nam,"30,55%","30,55%","60,99%","60,99%",36.817.040.000,36.817.040.000,-,-,,0.3055,0.3055,0.6099,0.6099,36817040000.0,36817040000.0,,
18,Công ty con của Tổng Công ty CP Phong Phú > 18,18,Công ty CP Đệt May Nha Trang,"26,04%","26,04%","51,97%","51,97%",96.143.750.000,96.143.750.000,-,-,,0.26039999999999996,0.26039999999999996,0.5196999999999999,0.5196999999999999,96143750000.0,96143750000.0,,
,,,Công ty CP Đầu tư Khánh Phú (iii),-,"17,85%",-,"35,63%",-,4.362.000.000,-,-,,,0.17850000000000002,,0.3563,,4362000000.0,,
19,Công ty con của Tổng Công ty CP Phong Phú > 19,19,Công ty Cổ phần Đệt May Quảng Phú,"35,57%","35,57%",71%,71%,63.900.000.000,63.900.000.000,-,-,,0.3557,0.3557,0.71,0.71,63900000000.0,63900000000.0,,
