row_label_raw,row_label_full,Công ty liên kết của Tổng Công ty CP Đệt May Hà Nội,Công ty liên kết của Tổng Công ty CP Đệt May Hà Nội_1,Công ty liên kết của Tổng Công ty CP Đệt May Hà Nội_2,Công ty liên kết của Tổng Công ty CP Đệt May Hà Nội_3,Công ty liên kết của Tổng Công ty CP Đệt May Hà Nội_4,Công ty liên kết của Tổng Công ty CP Đệt May Hà Nội_5,numeric__Công ty liên kết của Tổng Công ty CP Đệt May Hà Nội_1,numeric__Công ty liên kết của Tổng Công ty CP Đệt May Hà Nội_2,numeric__Công ty liên kết của Tổng Công ty CP Đệt May Hà Nội_3,numeric__Công ty liên kết của Tổng Công ty CP Đệt May Hà Nội_4,numeric__Công ty liên kết của Tổng Công ty CP Đệt May Hà Nội_5
23,23,23,Công ty CP May Đông Mỹ Hanosimex,"16,68%","16,68%",1.159.000.000,1.159.000.000,,0.1668,0.1668,1159000000.0,1159000000.0
Công ty liên kết của Công ty CP Sợi Phú bài,Công ty liên kết của Công ty CP Sợi Phú bài,Công ty liên kết của Công ty CP Sợi Phú bài,Công ty liên kết của Công ty CP Sợi Phú bài,Công ty liên kết của Công ty CP Sợi Phú bài,Công ty liên kết của Công ty CP Sợi Phú bài,Công ty liên kết của Công ty CP Sợi Phú bài,Công ty liên kết của Công ty CP Sợi Phú bài,,,,,
,,,Công ty CP Sợi Phú Bài 2 (iii),-,"31,89%",-,24.000.000.000,,,0.3189,,24000000000.0
Công ty liên kết của Tổng Công ty CP Đệt May Hòa Thọ,Công ty liên kết của Tổng Công ty CP Đệt May Hòa Thọ,Công ty liên kết của Tổng Công ty CP Đệt May Hòa Thọ,Công ty liên kết của Tổng Công ty CP Đệt May Hòa Thọ,Công ty liên kết của Tổng Công ty CP Đệt May Hòa Thọ,Công ty liên kết của Tổng Công ty CP Đệt May Hòa Thọ,Công ty liên kết của Tổng Công ty CP Đệt May Hòa Thọ,Công ty liên kết của Tổng Công ty CP Đệt May Hòa Thọ,,,,,
24,Công ty liên kết của Tổng Công ty CP Đệt May Hòa Thọ > 24,24,Công ty CP May Hòa Thọ - Phú Ninh (vi),"12,99%","17,69%",8.500.000.000,8.500.000.000,,0.12990000000000002,0.1769,8500000000.0,8500000000.0
25,Công ty liên kết của Tổng Công ty CP Đệt May Hòa Thọ > 25,25,Công ty CP Hòa Thọ - Quảng Nam (iv),"20,88%",-,6.428.000.000,-,,0.20879999999999999,,6428000000.0,
Công ty liên kết của Tổng Công ty CP Phong Phú,Công ty liên kết của Tổng Công ty CP Phong Phú,Công ty liên kết của Tổng Công ty CP Phong Phú,Công ty liên kết của Tổng Công ty CP Phong Phú,Công ty liên kết của Tổng Công ty CP Phong Phú,Công ty liên kết của Tổng Công ty CP Phong Phú,Công ty liên kết của Tổng Công ty CP Phong Phú,Công ty liên kết của Tổng Công ty CP Phong Phú,,,,,
26,Công ty liên kết của Tổng Công ty CP Phong Phú > 26,26,Công ty TNHH Coats Phong Phú,"17,86%","17,86%",80.347.424.000,80.347.424.000,,0.17859999999999998,0.17859999999999998,80347424000.0,80347424000.0
27,Công ty liên kết của Tổng Công ty CP Phong Phú > 27,27,Công ty CP đầu tư phát triển nhà và đô thị HUD Sài Gòn,"10,77%","10,77%",10.000.000.000,10.000.000.000,,0.10769999999999999,0.10769999999999999,10000000000.0,10000000000.0
28,Công ty liên kết của Tổng Công ty CP Phong Phú > 28,28,Công ty CP May Đà Lạt,"35,27%","35,27%",10.048.648.520,10.048.648.520,,0.3527,0.3527,10048648520.0,10048648520.0
29,Công ty liên kết của Tổng Công ty CP Phong Phú > 29,29,Công ty CP Phát triển Nhà Phong Phú - Daewoon - Thủ Đức,"22,05%","22,05%",144.596.306.997,144.596.306.997,,0.2205,0.2205,144596306997.0,144596306997.0
30,Công ty liên kết của Tổng Công ty CP Phong Phú > 30,30,Công ty CP Xúc tiến Thương mại và Đầu tư Phong Phú,"19,74%","19,74%",8.011.203.600,8.011.203.600,,0.1974,0.1974,8011203600.0,8011203600.0
,,,Công ty CP Đầu tư Phong Vân (iii),-,"23,97%",-,18.994.120.000,,,0.2397,,18994120000.0
,,,Công ty TNHH Linen Supply Services (iii),-,"10,02%",-,6.366.000.000,,,0.1002,,6366000000.0
Công ty liên kết của Công ty CP Đầu tư Phát triển Vinatex,Công ty liên kết của Công ty CP Đầu tư Phát triển Vinatex,Công ty liên kết của Công ty CP Đầu tư Phát triển Vinatex,Công ty liên kết của Công ty CP Đầu tư Phát triển Vinatex,Công ty liên kết của Công ty CP Đầu tư Phát triển Vinatex,Công ty liên kết của Công ty CP Đầu tư Phát triển Vinatex,Công ty liên kết của Công ty CP Đầu tư Phát triển Vinatex,Công ty liên kết của Công ty CP Đầu tư Phát triển Vinatex,,,,,
31,Công ty liên kết của Công ty CP Đầu tư Phát triển Vinatex > 31,31,Công ty CP May Vinatex Hương Trà (iv),"12,24%",-,7.500.000.000,-,,0.12240000000000001,,7500000000.0,
