row_label_raw,row_label_full,col_0,31/12/2017,31/12/2017_1,31/12/2017_2,01/01/2017,01/01/2017_1,01/01/2017_2,numeric__31/12/2017,numeric__31/12/2017_1,numeric__31/12/2017_2,numeric__01/01/2017,numeric__01/01/2017_1,numeric__01/01/2017_2
,,,Số lượng,Tỷ lệ lợi ích,Tỷ lệ biểu quyết %,Số lượng,Tỷ lệ lợi ích,Tỷ lệ biểu quyết %,,,,,,
,,,CP,%,Tỷ lệ biểu quyết %,CP,%,Tỷ lệ biểu quyết %,,,,,,
Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,,,,,,
Công ty TNHH MTV Đầu tư Văn Phú Giáng Võ,Đầu tư vào công ty con > Công ty TNHH MTV Đầu tư Văn Phú Giáng Võ,Công ty TNHH MTV Đầu tư Văn Phú Giáng Võ,,100%,100%,,100%,100%,,1.0,1.0,,1.0,1.0
Công ty CP Đầu tư Văn Phú - Land,Đầu tư vào công ty con > Công ty CP Đầu tư Văn Phú - Land,Công ty CP Đầu tư Văn Phú - Land,,0%,0%,3.688.653,"80,04%","80,04%",,0.0,0.0,3688653.0,0.8004000000000001,0.8004000000000001
Công ty CP Đầu tư Văn Phú số 1,Đầu tư vào công ty con > Công ty CP Đầu tư Văn Phú số 1,Công ty CP Đầu tư Văn Phú số 1,4.258.500,51%,51%,-,0%,0%,4258500.0,0.51,0.51,,0.0,0.0
Công ty CP Đầu tư Văn Phú số 2,Đầu tư vào công ty con > Công ty CP Đầu tư Văn Phú số 2,Công ty CP Đầu tư Văn Phú số 2,9.435.000,51%,51%,-,0%,0%,9435000.0,0.51,0.51,,0.0,0.0
Công ty CP Đầu tư Văn Phú số 3,Đầu tư vào công ty con > Công ty CP Đầu tư Văn Phú số 3,Công ty CP Đầu tư Văn Phú số 3,1.200.800,76%,76%,1.200.800,76%,76%,1200800.0,0.76,0.76,1200800.0,0.76,0.76
Công ty CP Văn Phú Bắc Ái,Đầu tư vào công ty con > Công ty CP Văn Phú Bắc Ái,Công ty CP Văn Phú Bắc Ái,9.000.000,60%,60%,500.000,"33,33%","33,33%",9000000.0,0.6,0.6,500000.0,0.3333,0.3333
Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,,,,,,
Công ty CP ĐT BOT Hà Nội - Bắc Giang,Đầu tư vào công ty liên kết > Công ty CP ĐT BOT Hà Nội - Bắc Giang,Công ty CP ĐT BOT Hà Nội - Bắc Giang,16.378.640,33%,33%,16.378.640,33%,33%,16378640.0,0.33,0.33,16378640.0,0.33,0.33
Công ty CP In và Văn hóa phẩm,Đầu tư vào công ty liên kết > Công ty CP In và Văn hóa phẩm,Công ty CP In và Văn hóa phẩm,3.369.327,"46,77%","46,77%",3.369.327,"46,77%","46,77%",3369327.0,0.4677,0.4677,3369327.0,0.4677,0.4677
Công ty CP Tài nguyên và Môi trường Trường Minh (i),Đầu tư vào công ty liên kết > Công ty CP Tài nguyên và Môi trường Trường Minh (i),Công ty CP Tài nguyên và Môi trường Trường Minh (i),1.050.000,"67,74%",35%,910.000,"64,54%",35%,1050000.0,0.6774,0.35,910000.0,0.6454000000000001,0.35
Công ty CP Đầu tư Văn Phú - IPS,Đầu tư vào công ty liên kết > Công ty CP Đầu tư Văn Phú - IPS,Công ty CP Đầu tư Văn Phú - IPS,,0%,0%,160.000,"44,44%",40%,,0.0,0.0,160000.0,0.44439999999999996,0.4
Công ty CP Đầu tư và Phát triển Thương mại Văn Phú,Đầu tư vào công ty liên kết > Công ty CP Đầu tư và Phát triển Thương mại Văn Phú,Công ty CP Đầu tư và Phát triển Thương mại Văn Phú,965.300,35%,35%,-,0%,0%,965300.0,0.35,0.35,,0.0,0.0
