row_label_raw,row_label_full,Tên công ty,Mã doanh nghiệp,Vốn điều lệ (VND),Địa chỉ trụ sở chính,Hoạt động kinh doanh chính,numeric__Mã doanh nghiệp,numeric__Vốn điều lệ (VND),numeric__Địa chỉ trụ sở chính,numeric__Hoạt động kinh doanh chính
Công ty CP Đầu tư Văn Phú số 3 (tên cũ là Công ty CP Đầu tư Văn Phú - IBS),Công ty CP Đầu tư Văn Phú số 3 (tên cũ là Công ty CP Đầu tư Văn Phú - IBS),Công ty CP Đầu tư Văn Phú số 3 (tên cũ là Công ty CP Đầu tư Văn Phú - IBS),0106226215,35.800.000.000,"Số 177 Trung Kính, quận Cầu Giấy, Tp. Hà Nội",Kinh doanh bất động sản,106226215.0,35800000000.0,,
Công ty CP Văn Phú Bắc Ái,Công ty CP Văn Phú Bắc Ái,Công ty CP Văn Phú Bắc Ái,0314126148,150.000.000.000,"Số 129 Đình Tiên Hoàng, quận Bình Thạnh, Tp. Hồ Chí Minh",Kinh doanh bất động sản,314126148.0,150000000000.0,,
