row_label_raw,row_label_full,col_0,31/12/2017,31/12/2017_1,31/12/2017_2,01/01/2017,01/01/2017_1,01/01/2017_2,numeric__31/12/2017,numeric__31/12/2017_1,numeric__31/12/2017_2,numeric__01/01/2017,numeric__01/01/2017_1,numeric__01/01/2017_2
,,,Giá gốc VND,DP VND,Giá hợp lý VND,Giá gốc VND,DP VND,Giá hợp lý VND,,,,,,
Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,666.943.000.000,-,666.943.000.000,481.894.535.000,-,481.894.535.000,666943000000.0,,666943000000.0,481894535000.0,,481894535000.0
Công ty TNHH MTV Đầu tư Văn Phú Giăng Võ,Công ty TNHH MTV Đầu tư Văn Phú Giăng Võ,Công ty TNHH MTV Đầu tư Văn Phú Giăng Võ,428.000.000.000,-,428.000.000.000,428.000.000.000,-,428.000.000.000,428000000000.0,,428000000000.0,428000000000.0,,428000000000.0
Công ty CP Đầu tư Văn Phú - Land (i),Công ty CP Đầu tư Văn Phú - Land (i),Công ty CP Đầu tư Văn Phú - Land (i),-,-,-,36.886.535.000,-,36.886.535.000,,,,36886535000.0,,36886535000.0
Công ty CP Đầu tư Văn Phú số 1 (ii),Công ty CP Đầu tư Văn Phú số 1 (ii),Công ty CP Đầu tư Văn Phú số 1 (ii),42.585.000.000,-,42.585.000.000,-,-,-,42585000000.0,,42585000000.0,,,
Công ty CP Đầu tư Văn Phú số 2 (iii),Công ty CP Đầu tư Văn Phú số 2 (iii),Công ty CP Đầu tư Văn Phú số 2 (iii),94.350.000.000,-,94.350.000.000,-,-,-,94350000000.0,,94350000000.0,,,
Công ty CP Đầu tư Văn Phú số 3 (iv),Công ty CP Đầu tư Văn Phú số 3 (iv),Công ty CP Đầu tư Văn Phú số 3 (iv),12.008.000.000,-,12.008.000.000,12.008.000.000,-,12.008.000.000,12008000000.0,,12008000000.0,12008000000.0,,12008000000.0
Công ty CP Văn Phú Bắc Ái (v),Công ty CP Văn Phú Bắc Ái (v),Công ty CP Văn Phú Bắc Ái (v),90.000.000.000,-,90.000.000.000,5.000.000.000,-,5.000.000.000,90000000000.0,,90000000000.0,5000000000.0,,5000000000.0
"Đầu tư vào công ty liên doanh, liên kết","Đầu tư vào công ty liên doanh, liên kết","Đầu tư vào công ty liên doanh, liên kết",486.070.303.175,-,486.070.303.175,208.263.903.175,-,208.263.903.175,486070303175.0,,486070303175.0,208263903175.0,,208263903175.0
Công ty CP ĐT BOT Hà Nội - Bắc Giang,Công ty CP ĐT BOT Hà Nội - Bắc Giang,Công ty CP ĐT BOT Hà Nội - Bắc Giang,163.786.400.000,-,163.786.400.000,163.786.400.000,-,163.786.400.000,163786400000.0,,163786400000.0,163786400000.0,,163786400000.0
Công ty CP In và Văn hóa phẩm,Công ty CP In và Văn hóa phẩm,Công ty CP In và Văn hóa phẩm,33.777.503.175,-,33.777.503.175,33.777.503.175,-,33.777.503.175,33777503175.0,,33777503175.0,33777503175.0,,33777503175.0
Công ty CP Tài nguyên và Môi trường Trường Minh,Công ty CP Tài nguyên và Môi trường Trường Minh,Công ty CP Tài nguyên và Môi trường Trường Minh,10.500.000.000,-,10.500.000.000,9.100.000.000,-,9.100.000.000,10500000000.0,,10500000000.0,9100000000.0,,9100000000.0
Công ty CP Đầu tư Văn Phú - IPS,Công ty CP Đầu tư Văn Phú - IPS,Công ty CP Đầu tư Văn Phú - IPS,-,-,-,1.600.000.000,-,1.600.000.000,,,,1600000000.0,,1600000000.0
Công ty CP Đầu tư và Phát triển Thương mại Văn Phú (vi),Công ty CP Đầu tư và Phát triển Thương mại Văn Phú (vi),Công ty CP Đầu tư và Phát triển Thương mại Văn Phú (vi),278.006.400.000,,278.006.400.000,,,-,278006400000.0,,278006400000.0,,,
Đầu tư vào đơn vị khác,Đầu tư vào đơn vị khác,Đầu tư vào đơn vị khác,4.565.000.000,-,4.565.000.000,4.565.000.000,-,4.565.000.000,4565000000.0,,4565000000.0,4565000000.0,,4565000000.0
Công ty CP Đầu tư Văn Phú - Bắc Ái,Công ty CP Đầu tư Văn Phú - Bắc Ái,Công ty CP Đầu tư Văn Phú - Bắc Ái,4.565.000.000,-,4.565.000.000,4.565.000.000,-,4.565.000.000,4565000000.0,,4565000000.0,4565000000.0,,4565000000.0
Cộng,Cộng,Cộng,1.157.578.303.175,-,1.157.578.303.175,694.723.438.175,-,694.723.438.175,1157578303175.0,,1157578303175.0,694723438175.0,,694723438175.0
