row_label_raw,row_label_full,col_0,Vốn góp của chủ sở hữu VND,Quỹ đầu tư phát triển VND,Quỹ khác thuộc vốn chủ sở hữu VND,LNST chưa phân phối VND,Tổng cộng VND,numeric__Vốn góp của chủ sở hữu VND,numeric__Quỹ đầu tư phát triển VND,numeric__Quỹ khác thuộc vốn chủ sở hữu VND,numeric__LNST chưa phân phối VND,numeric__Tổng cộng VND
Số dư tại 01/01/2016,Số dư tại 01/01/2016,Số dư tại 01/01/2016,262.200.000.000,15.177.859.740,7.588.929.869,45.312.221.226,330.279.010.835,262200000000.0,15177859740.0,7588929869.0,45312221226.0,330279010835.0
Lãi trong năm trước,Lãi trong năm trước,Lãi trong năm trước,-,-,-,17.497.041.175,17.497.041.175,,,,17497041175.0,17497041175.0
Phân phối lợi nhuận,Phân phối lợi nhuận,Phân phối lợi nhuận,-,-,-,(5.000.000.000),(5.000.000.000),,,,-5000000000.0,-5000000000.0
Số dư tại 31/12/2016,Số dư tại 31/12/2016,Số dư tại 31/12/2016,262.200.000.000,15.177.859.740,7.588.929.869,57.809.262.401,342.776.052.010,262200000000.0,15177859740.0,7588929869.0,57809262401.0,342776052010.0
Số dư tại 01/01/2017,Số dư tại 01/01/2017,Số dư tại 01/01/2017,262.200.000.000,15.177.859.740,7.588.929.869,57.809.262.401,342.776.052.010,262200000000.0,15177859740.0,7588929869.0,57809262401.0,342776052010.0
Tăng vốn trong năm nay (i),Tăng vốn trong năm nay (i),Tăng vốn trong năm nay (i),1.337.800.000.000,-,-,-,1.337.800.000.000,1337800000000.0,,,,1337800000000.0
Lãi trong năm nay,Lãi trong năm nay,Lãi trong năm nay,-,-,-,412.851.931.450,412.851.931.450,,,,412851931450.0,412851931450.0
Chia cổ tức (ii),Chia cổ tức (ii),Chia cổ tức (ii),-,-,-,(244.172.000.000),(244.172.000.000),,,,-244172000000.0,-244172000000.0
Số dư tại 31/12/2017,Số dư tại 31/12/2017,Số dư tại 31/12/2017,1.600.000.000.000,15.177.859.740,7.588.929.869,226.489.193.851,1.849.255.983.460,1600000000000.0,15177859740.0,7588929869.0,226489193851.0,1849255983460.0
