row_label_raw,row_label_full,"Giá trị còn lại TSCĐ và chi phí thanh lý, nhượng bán TSCĐ",Năm 2017VND > 274.998.787,Năm 2016VND > -,numeric__Năm 2017VND > 274.998.787,numeric__Năm 2016VND > -
Các khoản phải nộp theo kết quả thanh tra thuế,Các khoản phải nộp theo kết quả thanh tra thuế,Các khoản phải nộp theo kết quả thanh tra thuế,11.689.201.594,-,11689201594.0,
Tiền chậm nộp thuế,Tiền chậm nộp thuế,Tiền chậm nộp thuế,15.370.030.656,-,15370030656.0,
Chi phí tài trợ xây dựng đinh Phong Mỹ,Chi phí tài trợ xây dựng đinh Phong Mỹ,Chi phí tài trợ xây dựng đinh Phong Mỹ,202.444.000,4.940.840.000,202444000.0,4940840000.0
Các khoản khác,Các khoản khác,Các khoản khác,2.125.966.103,219.707.026,2125966103.0,219707026.0
Cộng,Cộng,Cộng,29.662.641.140,5.160.547.026,29662641140.0,5160547026.0
