row_label_raw,row_label_full,col_0,31/12/2017 > Giá trị VND,31/12/2017 > Dự phòng VND,01/01/2017 > Giá trị VND,01/01/2017 > Dự phòng VND,numeric__31/12/2017 > Giá trị VND,numeric__31/12/2017 > Dự phòng VND,numeric__01/01/2017 > Giá trị VND,numeric__01/01/2017 > Dự phòng VND
Hoàng Thị Liên,Hoàng Thị Liên,Hoàng Thị Liên,-,-,45.625.000.000,-,,,45625000000.0,
Tạ Hữu Long,Tạ Hữu Long,Tạ Hữu Long,-,-,43.800.000.000,-,,,43800000000.0,
Nguyễn Thị Kim Oanh,Nguyễn Thị Kim Oanh,Nguyễn Thị Kim Oanh,-,-,23.700.000.000,-,,,23700000000.0,
Nguyễn Trung Thành (i),Nguyễn Trung Thành (i),Nguyễn Trung Thành (i),104.474.644.500,-,-,-,104474644500.0,,,
Công ty CP TM Đầu tư BĐS An Phát,Công ty CP TM Đầu tư BĐS An Phát,Công ty CP TM Đầu tư BĐS An Phát,-,-,66.000.000.000,-,,,66000000000.0,
Công ty CP ĐT Văn Phú số 1,Công ty CP ĐT Văn Phú số 1,Công ty CP ĐT Văn Phú số 1,-,-,19.524.505.880,-,,,19524505880.0,
Công ty CP ĐT Văn Phú số 2,Công ty CP ĐT Văn Phú số 2,Công ty CP ĐT Văn Phú số 2,-,-,25.826.966.550,-,,,25826966550.0,
Phải thu các khách hàng mua nhà thấp tầng V5+V6 - Dự án Văn Phú,Phải thu các khách hàng mua nhà thấp tầng V5+V6 - Dự án Văn Phú,Phải thu các khách hàng mua nhà thấp tầng V5+V6 - Dự án Văn Phú,73.693.730.000,-,46.779.026.402,-,73693730000.0,,46779026402.0,
Các khoản phải thu khách hàng khác,Các khoản phải thu khách hàng khác,Các khoản phải thu khách hàng khác,62.473.681.414,(252.468.507),74.919.209.086,(252.468.507),62473681414.0,-252468507.0,74919209086.0,-252468507.0
Cộng,Cộng,Cộng,240.642.055.914,(252.468.507),346.174.707.918,(252.468.507),240642055914.0,-252468507.0,346174707918.0,-252468507.0
