row_label_raw,row_label_full,col_0,Giá gốc/Số có khả năng trả nợ,Giá gốc/Số có khả năng trả nợ_1,numeric__Giá gốc/Số có khả năng trả nợ,numeric__Giá gốc/Số có khả năng trả nợ_1
,,,31/12/2020VND,1/1/2020VND,,
Các công ty con,Các công ty con,Các công ty con,Các công ty con,Các công ty con,,
Công ty Cổ phần Thương mại Bia Sài Gòn Sông Tiền,Các công ty con > Công ty Cổ phần Thương mại Bia Sài Gòn Sông Tiền,Công ty Cổ phần Thương mại Bia Sài Gòn Sông Tiền,146.522.349.367,105.687.151.380,146522349367.0,105687151380.0
Công ty Cổ phần Thương mại Bia Sài Gòn Trung Tâm,Các công ty con > Công ty Cổ phần Thương mại Bia Sài Gòn Trung Tâm,Công ty Cổ phần Thương mại Bia Sài Gòn Trung Tâm,137.636.197.021,129.950.035.850,137636197021.0,129950035850.0
Công ty Cổ phần Thương mại Bia Sài Gòn Sông Hậu,Các công ty con > Công ty Cổ phần Thương mại Bia Sài Gòn Sông Hậu,Công ty Cổ phần Thương mại Bia Sài Gòn Sông Hậu,111.749.766.641,88.288.744.524,111749766641.0,88288744524.0
Công ty Cổ phần Thương mại Bia Sài Gòn Miền Bắc,Các công ty con > Công ty Cổ phần Thương mại Bia Sài Gòn Miền Bắc,Công ty Cổ phần Thương mại Bia Sài Gòn Miền Bắc,101.663.164.343,63.098.950.611,101663164343.0,63098950611.0
Công ty Cổ phần Thương mại Bia Sài Gòn Miền Đông,Các công ty con > Công ty Cổ phần Thương mại Bia Sài Gòn Miền Đông,Công ty Cổ phần Thương mại Bia Sài Gòn Miền Đông,101.538.471.141,98.889.546.649,101538471141.0,98889546649.0
Công ty Cổ phần Thương mại Bia Sài Gòn Nam Trung Bộ,Các công ty con > Công ty Cổ phần Thương mại Bia Sài Gòn Nam Trung Bộ,Công ty Cổ phần Thương mại Bia Sài Gòn Nam Trung Bộ,80.121.569.154,43.179.760.397,80121569154.0,43179760397.0
Công ty Cổ phần Thương mại Bia Sài Gòn Tây Nguyên,Các công ty con > Công ty Cổ phần Thương mại Bia Sài Gòn Tây Nguyên,Công ty Cổ phần Thương mại Bia Sài Gòn Tây Nguyên,63.379.993.941,43.898.391.736,63379993941.0,43898391736.0
Công ty Cổ phần Thương mại Bia Sài Gòn Đông Bắc,Các công ty con > Công ty Cổ phần Thương mại Bia Sài Gòn Đông Bắc,Công ty Cổ phần Thương mại Bia Sài Gòn Đông Bắc,55.549.402.077,51.600.146.861,55549402077.0,51600146861.0
Công ty Cổ phần Thương mại Bia Sài Gòn Bắc Trung Bộ,Các công ty con > Công ty Cổ phần Thương mại Bia Sài Gòn Bắc Trung Bộ,Công ty Cổ phần Thương mại Bia Sài Gòn Bắc Trung Bộ,55.257.345.458,52.125.690.926,55257345458.0,52125690926.0
Công ty Cổ phần Thương mại Bia Sài Gòn Miền Trung,Các công ty con > Công ty Cổ phần Thương mại Bia Sài Gòn Miền Trung,Công ty Cổ phần Thương mại Bia Sài Gòn Miền Trung,41.737.255.474,38.472.061.058,41737255474.0,38472061058.0
Công ty Cổ phần Bia Sài Gòn - Quảng Ngãi,Các công ty con > Công ty Cổ phần Bia Sài Gòn - Quảng Ngãi,Công ty Cổ phần Bia Sài Gòn - Quảng Ngãi,27.088.991.479,27.728.275.300,27088991479.0,27728275300.0
Công ty Cổ phần Bia Sài Gòn - Lâm Đồng,Các công ty con > Công ty Cổ phần Bia Sài Gòn - Lâm Đồng,Công ty Cổ phần Bia Sài Gòn - Lâm Đồng,25.415.899.983,49.937.561.300,25415899983.0,49937561300.0
Công ty Cổ phần Bao bì Bia Sài Gòn,Các công ty con > Công ty Cổ phần Bao bì Bia Sài Gòn,Công ty Cổ phần Bao bì Bia Sài Gòn,23.575.609.200,23.581.439.310,23575609200.0,23581439310.0
Công ty Cổ phần Bia Sài Gòn - Sông Lam,Các công ty con > Công ty Cổ phần Bia Sài Gòn - Sông Lam,Công ty Cổ phần Bia Sài Gòn - Sông Lam,22.927.468.916,37.502.899.391,22927468916.0,37502899391.0
