row_label_raw,row_label_full,col_0,1/1/2020VND,Số đã cấn trừtrong nămVND,Phân loạitừ thuế phải trảVND,31/12/2020VND,numeric__1/1/2020VND,numeric__Số đã cấn trừtrong nămVND,numeric__Phân loạitừ thuế phải trảVND,numeric__31/12/2020VND
Tiền thuê đất,Tiền thuê đất,Tiền thuê đất,-,-,30.083.444.484,30.083.444.484,,,30083444484.0,30083444484.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,212.724,(212.724),-,-,212724.0,-212724.0,,
,,,212.724,(212.724),30.083.444.484,30.083.444.484,212724.0,-212724.0,30083444484.0,30083444484.0
